Source	Target	Target_Uniprot	f	Type	Source_idx	Target_idx
O95747_T417	O95747	O95747	1.0	SK	545	146
Q13188_S406	Q13188	Q13188	1.0	SK	1046	148
Q9UEE5	Q9Y6M7_S76	Q9Y6M7	-0.5635746178539449	KS	150	30873
Q9H2K8_S331	Q9H2K8	Q9H2K8	1.0	SK	1479	151
Q15208	Q9Y6M5_S172	Q9Y6M5	-0.5587674176104134	KS	157	30856
P49760_Y153	P49760	P49760	1.0	SK	1716	158
Q8TD19_T886	Q8TD19	Q8TD19	1.0	SK	1342	164
P78527_T3198	P78527	P78527	1.0	SK	912	166
Q13535_T1989	Q13535	Q13535	1.0	SK	1084	168
P27448_T559	P27448	P27448	1.0	SK	736	170
Q8IWQ3_S393	Q8IWQ3	Q8IWQ3	1.0	SK	1304	172
Q9Y2K2_T221	Q9Y2K2	Q9Y2K2	1.0	SK	1648	175
Q9BZL6_T247	Q9BZL6	Q9BZL6	1.0	SK	1448	179
P49841_S21	P49841	P49841	1.0	SK	858	185
Q9BUB5_S221	Q9BUB5	Q9BUB5	1.0	SK	1432	193
Q9NQU5_S246	Q9NQU5	Q9NQU5	1.0	SK	1504	194
P49137_Y225	P49137	P49137	1.0	SK	1715	197
Q13177_T178	Q13177	Q13177	1.0	SK	1040	204
Q16566	Q9Y6N7_S940	Q9Y6N7	1.161752946973662	KS	207	30887
Q9H4A3_S382	Q9H4A3	Q9H4A3	1.0	SK	1498	208
P48730_T355	P48730	P48730	1.0	SK	834	215
Q12851_T398	Q12851	Q12851	1.0	SK	985	217
P51812_S386	P51812	P51812	1.0	SK	868	218
Q15418_T384	Q15418	Q15418	1.0	SK	1165	220
P23443	Q9Y6R4_T216	Q9Y6R4	1.0084877362051756	KS	223	30935
Q92630	Q9Y6M7_S84	Q9Y6M7	-3.205357809076906	KS	232	30874
P04049_T640	P04049	P04049	1.0	SK	637	234
P15056_T440	P15056	P15056	1.0	SK	688	235
Q8IU85	Q9Y5K6_S232	Q9Y5K6	-2.99749506363732	KS	239	30596
Q8TF76_S143	Q8TF76	Q8TF76	1.0	SK	1348	242
Q14012_T177	Q14012	Q14012	1.0	SK	1144	248
P31749_S126	P31749	P31749	1.0	SK	747	252
Q9P2K8	Q9Y6X4_S348	Q9Y6X4	1.9051920463722336	KS	255	30944
P19525_Y27	P19525	P19525	1.0	SK	1705	258
Q96SB4_S51	Q96SB4	Q96SB4	1.0	SK	1419	260
P78362_S52	P78362	P78362	1.0	SK	904	261
Q99759_S340	Q99759	Q99759	1.0	SK	1425	272
Q9HBH9_S74	Q9HBH9	Q9HBH9	1.0	SK	1500	274
Q13153_Y429	Q13153	Q13153	1.0	SK	1733	275
Q6XUX3	Q9Y6X9_S779	Q9Y6X9	0.8132365005325806	KS	277	30972
P31751_Y316	P31751	P31751	1.0	SK	1711	280
Q02156	Q9Y6X9_S735	Q9Y6X9	-0.5308216861453658	KS	285	30969
P41743_T9	P41743	P41743	1.0	SK	790	286
P05129_T655	P05129	P05129	1.0	SK	664	287
Q9Y243_Y312	Q9Y243	Q9Y243	1.0	SK	1747	288
Q15746_S1779	Q15746	Q15746	1.0	SK	1168	291
Q7L7X3	Q9Y618_T1483	Q9Y618	1.136048473726401	KS	296	30732
P25098	Q9Y6X4_S619	Q9Y6X4	0.9847817585126322	KS	298	30954
Q13464_T219	Q13464	Q13464	1.0	SK	1065	301
P45985_T78	P45985	P45985	1.0	SK	819	308
P53667_S307	P53667	P53667	1.0	SK	892	309
Q14289	Q9Y4B5_Y544	Q9Y4B5	2.6869255397627825	KS	310	31787
P30291	Q9UQB3_Y1124	Q9UQB3	0.5516341735044996	KS	315	31760
Q05397_Y397	Q05397	Q05397	1.0	SK	1725	323
P07948_S13	P07948	P07948	1.0	SK	673	378
P16591	Q9Y2X7_Y598	Q9Y2X7	-1.506676809109866	KS	382	31777
O00418_S74	O00418	O00418	1.0	SK	405	149
O00418_S78	O00418	O00418	1.0	SK	406	149
O14578_S1917	O14578	O14578	1.0	SK	412	221
O14757_S296	O14757	O14757	1.0	SK	426	10
O14976_S778	O14976	O14976	1.0	SK	439	1
O14976_S780	O14976	O14976	1.0	SK	440	1
O14976_S783	O14976	O14976	1.0	SK	441	1
O14976_S784	O14976	O14976	1.0	SK	442	1
O14976_S785	O14976	O14976	1.0	SK	443	1
O15530_S27	O15530	O15530	1.0	SK	448	251
O15530_S35	O15530	O15530	1.0	SK	449	251
O75676_S343	O75676	O75676	1.0	SK	487	240
O75676_S681	O75676	O75676	1.0	SK	489	240
O75676_S737	O75676	O75676	1.0	SK	492	240
O76039_S446	O76039	O76039	1.0	SK	500	225
O94921_S120	O94921	O94921	1.0	SK	524	27
O95747_S339	O95747	O95747	1.0	SK	537	146
O95747_S347	O95747	O95747	1.0	SK	538	146
O95747_S359	O95747	O95747	1.0	SK	539	146
O95747_T310	O95747	O95747	1.0	SK	543	146
O95747_T331	O95747	O95747	1.0	SK	544	146
O95819_S580	O95819	O95819	1.0	SK	546	294
O95819_S585	O95819	O95819	1.0	SK	547	294
O95819_S629	O95819	O95819	1.0	SK	548	294
O95819_S649	O95819	O95819	1.0	SK	551	294
O95819_S830	O95819	O95819	1.0	SK	568	294
O96013_S97	O96013	O96013	1.0	SK	591	209
O96013_S99	O96013	O96013	1.0	SK	592	209
P04049_S295	P04049	P04049	1.0	SK	616	234
P04049_S43	P04049	P04049	1.0	SK	621	234
P04626_S1054	P04626	P04626	1.0	SK	639	385
P04626_S1073	P04626	P04626	1.0	SK	640	385
P04626_S1100	P04626	P04626	1.0	SK	643	385
P04626_S1134	P04626	P04626	1.0	SK	645	385
P04626_S998	P04626	P04626	1.0	SK	652	385
P04626_T1060	P04626	P04626	1.0	SK	654	385
P04626_T1103	P04626	P04626	1.0	SK	655	385
P15056_S446	P15056	P15056	1.0	SK	682	235
P15056_S447	P15056	P15056	1.0	SK	683	235
P17252_T11	P17252	P17252	1.0	SK	693	245
P19525_S456	P19525	P19525	1.0	SK	699	258
P27361_T202	P27361	P27361	1.0	SK	711	35
P27448_S383	P27448	P27448	1.0	SK	716	170
P27448_T536	P27448	P27448	1.0	SK	735	170
P28482_T185	P28482	P28482	1.0	SK	739	22
P28482_T190	P28482	P28482	1.0	SK	740	22
P31751_S126	P31751	P31751	1.0	SK	748	280
P31751_T309	P31751	P31751	1.0	SK	751	280
P31751_T313	P31751	P31751	1.0	SK	752	280
P41743_S11	P41743	P41743	1.0	SK	772	286
P41743_S7	P41743	P41743	1.0	SK	781	286
P42684_S602	P42684	P42684	1.0	SK	797	337
P45985_S394	P45985	P45985	1.0	SK	817	308
P48730_T347	P48730	P48730	1.0	SK	831	215
P49137_S219	P49137	P49137	1.0	SK	836	197
P49137_T222	P49137	P49137	1.0	SK	840	197
P51812_S21	P51812	P51812	1.0	SK	865	218
P53355_S333	P53355	P53355	1.0	SK	883	237
P53667_S296	P53667	P53667	1.0	SK	889	309
P53667_S302	P53667	P53667	1.0	SK	891	309
P54760_S769	P54760	P54760	1.0	SK	896	335
P78362_S10	P78362	P78362	1.0	SK	901	261
P78362_S380	P78362	P78362	1.0	SK	902	261
P78527_S2672	P78527	P78527	1.0	SK	908	166
P78527_S2677	P78527	P78527	1.0	SK	909	166
Q00536_S480	Q00536	Q00536	1.0	SK	920	33
Q05397_S390	Q05397	Q05397	1.0	SK	942	323
Q05397_T408	Q05397	Q05397	1.0	SK	956	323
Q05655_S647	Q05655	Q05655	1.0	SK	965	283
Q07002_S94	Q07002	Q07002	1.0	SK	979	51
Q12851_S394	Q12851	Q12851	1.0	SK	983	217
Q13043_S320	Q13043	Q13043	1.0	SK	986	180
Q13043_S327	Q13043	Q13043	1.0	SK	987	180
Q13131_S356	Q13131	Q13131	1.0	SK	994	195
Q13131_S502	Q13131	Q13131	1.0	SK	998	195
Q13131_S506	Q13131	Q13131	1.0	SK	999	195
Q13153_S174	Q13153	Q13153	1.0	SK	1007	275
Q13153_S199	Q13153	Q13153	1.0	SK	1008	275
Q13153_S220	Q13153	Q13153	1.0	SK	1010	275
Q13153_S223	Q13153	Q13153	1.0	SK	1011	275
Q13153_T225	Q13153	Q13153	1.0	SK	1017	275
Q13177_S141	Q13177	Q13177	1.0	SK	1024	204
Q13177_S2	Q13177	Q13177	1.0	SK	1029	204
Q13177_T162	Q13177	Q13177	1.0	SK	1038	204
Q13188_S323	Q13188	Q13188	1.0	SK	1044	148
Q13523_S23	Q13523	Q13523	1.0	SK	1067	28
Q13523_S257	Q13523	Q13523	1.0	SK	1069	28
Q13523_S292	Q13523	Q13523	1.0	SK	1071	28
Q13523_S328	Q13523	Q13523	1.0	SK	1074	28
Q13523_S368	Q13523	Q13523	1.0	SK	1076	28
Q13523_S431	Q13523	Q13523	1.0	SK	1078	28
Q13557_S276	Q13557	Q13557	1.0	SK	1100	191
Q13557_S333	Q13557	Q13557	1.0	SK	1104	191
Q13557_T331	Q13557	Q13557	1.0	SK	1109	191
Q13627_S529	Q13627	Q13627	1.0	SK	1113	142
Q14004_S662	Q14004	Q14004	1.0	SK	1129	72
Q14004_S664	Q14004	Q14004	1.0	SK	1130	72
Q14004_T1058	Q14004	Q14004	1.0	SK	1133	72
Q14680_S352	Q14680	Q14680	1.0	SK	1148	89
Q15139_S235	Q15139	Q15139	1.0	SK	1153	88
Q15139_S249	Q15139	Q15139	1.0	SK	1154	88
Q15418_S363	Q15418	Q15418	1.0	SK	1162	220
Q15418_T359	Q15418	Q15418	1.0	SK	1164	220
Q16512_S376	Q16512	Q16512	1.0	SK	1173	90
Q16513_S306	Q16513	Q16513	1.0	SK	1182	250
Q16513_S559	Q16513	Q16513	1.0	SK	1190	250
Q16513_T564	Q16513	Q16513	1.0	SK	1200	250
Q16584_S740	Q16584	Q16584	1.0	SK	1213	118
Q16584_T526	Q16584	Q16584	1.0	SK	1214	118
Q2M2I8_T27	Q2M2I8	Q2M2I8	1.0	SK	1228	3
Q2M2I8_T389	Q2M2I8	Q2M2I8	1.0	SK	1229	3
Q2M2I8_T620	Q2M2I8	Q2M2I8	1.0	SK	1232	3
Q5VT25_S1651	Q5VT25	Q5VT25	1.0	SK	1243	162
Q7KZI7_S631	Q7KZI7	Q7KZI7	1.0	SK	1273	169
Q7KZI7_S633	Q7KZI7	Q7KZI7	1.0	SK	1274	169
Q7KZI7_T472	Q7KZI7	Q7KZI7	1.0	SK	1278	169
Q8IW41_T182	Q8IW41	Q8IW41	1.0	SK	1301	46
Q8TD19_S2	Q8TD19	Q8TD19	1.0	SK	1326	164
Q8TDX7_S195	Q8TDX7	Q8TDX7	1.0	SK	1343	276
Q96L34_S567	Q96L34	Q96L34	1.0	SK	1386	87
Q96Q15_S3570	Q96Q15	Q96Q15	1.0	SK	1394	2
Q96Q15_S3576	Q96Q15	Q96Q15	1.0	SK	1395	2
Q96SB4_S26	Q96SB4	Q96SB4	1.0	SK	1415	260
Q96SB4_S39	Q96SB4	Q96SB4	1.0	SK	1418	260
Q99683_S1029	Q99683	Q99683	1.0	SK	1420	62
Q99759_S168	Q99759	Q99759	1.0	SK	1422	272
Q99759_S176	Q99759	Q99759	1.0	SK	1423	272
Q99986_S365	Q99986	Q99986	1.0	SK	1426	121
Q9BQI3_S253	Q9BQI3	Q9BQI3	1.0	SK	1430	66
Q9BZL6_S203	Q9BZL6	Q9BZL6	1.0	SK	1437	179
Q9BZL6_S241	Q9BZL6	Q9BZL6	1.0	SK	1440	179
Q9BZL6_S244	Q9BZL6	Q9BZL6	1.0	SK	1441	179
Q9BZL6_S245	Q9BZL6	Q9BZL6	1.0	SK	1442	179
Q9H0K1_S486	Q9H0K1	Q9H0K1	1.0	SK	1451	99
Q9H2G2_S341	Q9H2G2	Q9H2G2	1.0	SK	1459	216
Q9H2G2_S565	Q9H2G2	Q9H2G2	1.0	SK	1465	216
Q9H2K8_S324	Q9H2K8	Q9H2K8	1.0	SK	1478	151
Q9H4A3_S174	Q9H4A3	Q9H4A3	1.0	SK	1484	208
Q9H4A3_S2037	Q9H4A3	Q9H4A3	1.0	SK	1494	208
Q9H4A3_S2038	Q9H4A3	Q9H4A3	1.0	SK	1495	208
Q9HBH9_S455	Q9HBH9	Q9HBH9	1.0	SK	1499	274
Q9NQU5_S236	Q9NQU5	Q9NQU5	1.0	SK	1503	194
Q9NRH2_S570	Q9NRH2	Q9NRH2	1.0	SK	1516	96
Q9NSY1_S1029	Q9NSY1	Q9NSY1	1.0	SK	1535	0
Q9NYL2_S275	Q9NYL2	Q9NYL2	1.0	SK	1546	117
Q9NYL2_S3	Q9NYL2	Q9NYL2	1.0	SK	1547	117
Q9NYL2_S593	Q9NYL2	Q9NYL2	1.0	SK	1548	117
Q9NYV4_S383	Q9NYV4	Q9NYV4	1.0	SK	1564	74
Q9NYV4_S385	Q9NYV4	Q9NYV4	1.0	SK	1565	74
Q9NYV4_S681	Q9NYV4	Q9NYV4	1.0	SK	1570	74
Q9NYV4_S685	Q9NYV4	Q9NYV4	1.0	SK	1571	74
Q9NYV4_T1074	Q9NYV4	Q9NYV4	1.0	SK	1572	74
Q9NZJ5_S1092	Q9NZJ5	Q9NZJ5	1.0	SK	1578	138
Q9NZJ5_S1094	Q9NZJ5	Q9NZJ5	1.0	SK	1579	138
Q9NZJ5_S715	Q9NZJ5	Q9NZJ5	1.0	SK	1581	138
Q9UEW8_S370	Q9UEW8	Q9UEW8	1.0	SK	1596	152
Q9UEW8_S385	Q9UEW8	Q9UEW8	1.0	SK	1598	152
Q9UL54_S486	Q9UL54	Q9UL54	1.0	SK	1636	244
Q9Y2U5_S297	Q9Y2U5	Q9Y2U5	1.0	SK	1655	165
Q9Y572_S339	Q9Y572	Q9Y572	1.0	SK	1665	91
Q9Y572_S418	Q9Y572	Q9Y572	1.0	SK	1668	91
Q9Y5S2_S1690	Q9Y5S2	Q9Y5S2	1.0	SK	1678	292
P04626_Y1127	P04626	P04626	1.0	SK	1694	385
P04626_Y735	P04626	P04626	1.0	SK	1697	385
Q9Y6M4	A0AVK6_S102	A0AVK6	-1.5846675833562447	KS	14	1753
Q9BWU1	A0AVK6_S664	A0AVK6	-1.6165111935328316	KS	38	1755
P36507	A0FGR8_S691	A0FGR8	-2.156084540482956	KS	67	1760
P50613	A0FGR8_S693	A0FGR8	-1.5627167609064667	KS	26	1761
Q15139	A0FGR8_S699	A0FGR8	-1.4256148307486	KS	88	1762
O14874	A0FGR8_S748	A0FGR8	-1.0147770706706185	KS	122	1766
P53350	A0FGR8_S761	A0FGR8	1.4174334723289643	KS	140	1769
Q9Y4K4	A0FGR8_T701	A0FGR8	-2.065359464830344	KS	107	1770
Q9UEW8	A0JLT2_S196	A0JLT2	1.1477805683436682	KS	152	1773
Q96GX5	A0JNW5_S987	A0JNW5	-1.0892465545050758	KS	65	1784
Q13188	A0JNW5_T429	A0JNW5	-1.3394903812376384	KS	148	1788
P49841	A1A5D9_S277	A1A5D9	-1.2601668542773208	KS	185	1803
P31749	A1A5D9_S36	A1A5D9	1.2389103591627908	KS	252	1806
Q99986	A1KXE4_S10	A1KXE4	1.3331484489019658	KS	121	1816
P15056	A1L170_S48	A1L170	-1.892894748964725	KS	235	1829
Q16584	A1L390_S1079	A1L390	2.296862921977928	KS	118	1831
O96017	A1L390_S1081	A1L390	3.148828968999656	KS	100	1832
Q8IVH8	A1L390_S1100	A1L390	-1.6462690595932905	KS	111	1833
O75676	A1L390_S448	A1L390	1.6692799861853145	KS	240	1842
P49760	A1L390_S488	A1L390	1.560167444424664	KS	158	1844
Q9H0K1	A1L390_S638	A1L390	1.0534406457010927	KS	99	1849
P27448	A1L390_S640	A1L390	1.141376523960666	KS	170	1850
Q9H0K1	A2RUS2_S472	A2RUS2	2.033304303396502	KS	99	1878
O95747	A3KN83_S693	A3KN83	-1.4585669698797723	KS	146	1883
Q5TCX8	A4D2B0_S252	A4D2B0	1.3301380156650229	KS	114	1893
P28482	A4UGR9_T211	A4UGR9	4.1011300594984	KS	22	1897
Q8IW41	A6ND36_S688	A6ND36	-1.0938651927163343	KS	46	1909
P53355	A6ND36_T689	A6ND36	-1.1036995151474027	KS	237	1912
Q13523	A6NDB9_S181	A6NDB9	2.042882107667664	KS	28	1917
P19525	A6NDB9_S544	A6NDB9	-1.4820779207249668	KS	258	1926
P25098	A6NDB9_S548	A6NDB9	2.0158298496164164	KS	298	1927
Q6IQ55	A6NDB9_S550	A6NDB9	1.1613051073962168	KS	57	1928
Q16584	A6NDB9_T412	A6NDB9	1.9871969149968292	KS	118	1932
P25098	A6NFI3_S22	A6NFI3	-1.0563663136233696	KS	298	1937
Q8IWQ3	A6NFI3_T100	A6NFI3	-1.1518457314911323	KS	172	1938
Q13555	A6NFI3_T7	A6NFI3	-1.202297459169099	KS	4	1940
Q96RR4	A6NGB9_S202	A6NGB9	1.7279906198004014	KS	43	1942
P06493	A6NGB9_S281	A6NGB9	1.2015880113651516	KS	19	1943
P49674	A6NGB9_S390	A6NGB9	-2.342966403171909	KS	48	1945
Q9Y2U5	A6NHR9_S13	A6NHR9	-2.3311998481647933	KS	165	1947
Q96PY6	A6NKD9_S258	A6NKD9	2.0688821774120907	KS	60	1951
P42345	A6NKF1_S402	A6NKF1	1.66246737574137	KS	71	1953
Q96L34	A7E2V4_S1099	A7E2V4	-1.0559036589325927	KS	87	1956
P33981	A7E2V4_S1156	A7E2V4	-1.4010252988219405	KS	135	1959
P31751	A7E2V4_S48	A7E2V4	-1.735675043253455	KS	280	1960
Q92630	A7E2V4_S53	A7E2V4	-1.208664093388835	KS	232	1961
Q13873	A7KAX9_S1234	A7KAX9	-2.2402057376288718	KS	137	1968
Q2M2I8	A7KAX9_S655	A7KAX9	1.0858492060832037	KS	3	1971
P33981	A7KAX9_S685	A7KAX9	-1.1529484664894003	KS	135	1973
Q13233	A7KAX9_S703	A7KAX9	-1.7757030429273986	KS	128	1974
Q8IWQ3	A7KAX9_S706	A7KAX9	-1.8577045338903844	KS	172	1975
Q13043	A7KAX9_S709	A7KAX9	-1.793851688880908	KS	180	1976
Q02750	A7KAX9_T711	A7KAX9	-1.681095828469184	KS	7	1983
Q13464	A8CG34_S262	A8CG34	1.3917131862221908	KS	301	1991
Q8TF76	A8CG34_S368	A8CG34	1.1639316043384085	KS	242	1995
P27361	A8CG34_S412	A8CG34	-2.763641608205731	KS	35	1997
Q8IWQ3	A8CG34_S443	A8CG34	5.10996326749448	KS	172	1998
Q86UX6	B2RTY4_S1258	B2RTY4	-2.399007930051709	KS	101	2008
Q86UE8	B2RTY4_S1342	B2RTY4	1.908575215915171	KS	76	2009
Q16512	C9JLW8_S18	C9JLW8	-1.4632959688414964	KS	90	2021
Q9Y572	C9JLW8_S25	C9JLW8	1.076167637621502	KS	91	2024
Q99683	O00151_S187	O00151	-1.3604090428787323	KS	62	2041
P15056	O00161_S161	O00161	1.3194272852642062	KS	235	2051
Q86UX6	O00161_S6	O00161	1.211107587628236	KS	101	2054
P78527	O00170_T162	O00170	-3.93765651921948	KS	166	2058
Q86UE8	O00192_S267	O00192	1.251789056771333	KS	76	2064
Q86UE8	O00192_T265	O00192	1.0355943798053335	KS	76	2067
Q13315	O00193_S147	O00193	1.0529097105691996	KS	12	2069
Q9NRM7	O00193_S15	O00193	-3.803177281536655	KS	131	2070
P78527	O00193_S17	O00193	-4.070514076468953	KS	166	2071
P48729	O00193_S25	O00193	1.321971416262084	KS	213	2074
P51956	O00267_S773	O00267	3.2424839985067297	KS	44	2099
P45984	O00267_T775	O00267	1.0749772834440223	KS	34	2105
Q9Y6M4	O00299_S156	O00299	1.3351915820197124	KS	14	2119
P25098	O00299_T155	O00299	1.224343034270433	KS	298	2121
Q00537	O00400_S2	O00400	1.973499456433164	KS	73	2129
Q6XUX3	O00400_S22	O00400	-1.511779307621815	KS	277	2131
Q02156	O00425_S180	O00425	2.515127109375552	KS	285	2135
Q9UEW8	O00425_T245	O00425	1.1574829935918505	KS	152	2138
Q9BWU1	O00443_T1555	O00443	1.9019686106401077	KS	38	2145
Q13315	O00479_S80	O00479	-2.066219928483092	KS	12	2155
P49840	O00499_S296	O00499	-1.6067000056233312	KS	186	2157
P50613	O00499_S298	O00499	-1.579528080630066	KS	26	2158
P25098	O00505_S56	O00505	-1.5892899370006592	KS	298	2167
P53350	O00505_S60	O00505	1.8511756142155136	KS	140	2168
P50750	O00512_S35	O00512	1.2901441844522097	KS	30	2179
P06493	O00512_T115	O00512	1.001036121705198	KS	19	2183
P49840	O00512_T167	O00512	1.5311920052911605	KS	186	2188
Q8IVH8	O00515_S121	O00515	1.1493724011193578	KS	111	2192
O95835	O00515_S347	O00515	-1.4535811496928837	KS	129	2200
Q9NZJ5	O00515_S355	O00515	-1.0690827364773448	KS	138	2201
P27361	O00515_S356	O00515	-1.6467728721226038	KS	35	2202
Q96GX5	O00515_S38	O00515	-3.669986752515664	KS	65	2206
Q96RG2	O00515_S39	O00515	-2.286927243687284	KS	125	2208
P15056	O00515_T40	O00515	-1.86148882640096	KS	235	2225
P78527	O00562_T389	O00562	1.2209177897128338	KS	166	2236
Q13315	O00566_S242	O00566	-2.321790798585786	KS	12	2238
Q6XUX3	O00567_S465	O00567	1.675150873948148	KS	277	2240
P49840	O00567_S467	O00567	1.756094077130529	KS	186	2242
Q02750	O00567_S520	O00567	-2.2661366435926755	KS	7	2245
Q9Y243	O00567_S563	O00567	-1.2721932822136175	KS	288	2249
Q9HCP0	O00567_S569	O00567	1.1128018276728913	KS	130	2250
Q13555	O00567_T468	O00567	1.8137936169649187	KS	4	2253
P37173	O00567_T525	O00567	1.2642434490612011	KS	134	2254
Q13153	O00571_S605	O00571	1.006437968170399	KS	275	2258
Q9NRM7	O00571_S606	O00571	-1.1664028752987878	KS	131	2259
P36507	O00571_S615	O00571	-1.177063047489623	KS	67	2265
P25098	O00625_S17	O00625	-2.9467163611642158	KS	298	2272
Q16566	O00712_S264	O00712	-2.7575244881269665	KS	207	2274
Q9NSY1	O00716_S163	O00716	1.3219063268087456	KS	0	2292
Q9P289	O00767_T351	O00767	-1.7646298639555926	KS	183	2299
Q96RR4	O14497_S1182	O14497	1.2281731860432004	KS	43	2300
Q13546	O14497_S1184	O14497	1.2546171102617532	KS	54	2301
Q13153	O14497_S1204	O14497	1.9139372351864117	KS	275	2302
P41279	O14497_S769	O14497	1.3070397216376293	KS	79	2314
Q96KB5	O14497_T1884	O14497	1.113216291743763	KS	63	2317
Q9Y6E0	O14523_S681	O14523	1.2164535199536315	KS	182	2324
Q16539	O14523_T417	O14523	1.5712160063899017	KS	24	2325
Q13315	O14524_S368	O14524	-1.572286677181701	KS	12	2327
P49674	O14544_T22	O14544	1.2867991054738166	KS	48	2330
O14976	O14579_S10	O14579	-1.3082443059580626	KS	1	2343
Q13555	O14617_S829	O14617	-1.107429460351014	KS	4	2351
Q13464	O14617_T824	O14617	1.647042853246797	KS	301	2353
P24723	O14617_T826	O14617	-1.2881302953969325	KS	181	2354
Q8TDX7	O14639_S426	O14639	-1.4425136912134473	KS	276	2359
P49759	O14639_S431	O14639	-1.8638832289358904	KS	144	2360
Q6IQ55	O14639_S450	O14639	-1.912940863278262	KS	57	2362
Q9Y2K2	O14639_S452	O14639	-1.6147299112214313	KS	175	2363
P48729	O14647_S1373	O14647	1.4789946067087545	KS	213	2397
P45984	O14647_S1795	O14647	-2.220951719010843	KS	34	2400
Q9UEW8	O14662_S41	O14662	1.2646999971279076	KS	152	2405
Q13523	O14681_S326	O14681	1.0324624032641658	KS	28	2408
Q07002	O14682_S406	O14682	1.7404836496381346	KS	51	2411
P27448	O14686_S1151	O14686	1.153987749979111	KS	170	2414
P49674	O14686_S4849	O14686	1.5311997671038924	KS	48	2429
P25098	O14686_T1681	O14686	1.6269436958925727	KS	298	2430
P27361	O14686_T2240	O14686	-1.858680892934066	KS	35	2433
P50613	O14686_T4682	O14686	1.3491273846507807	KS	26	2438
Q99986	O14713_S13	O14713	-1.453760982703841	KS	121	2441
Q9NRM7	O14713_S14	O14713	-1.390891134278414	KS	131	2442
P49137	O14737_S119	O14737	1.109445637431424	KS	197	2452
P15056	O14745_S288	O14745	-6.0530492635462405	KS	235	2456
Q14012	O14745_S290	O14745	-4.654075967157368	KS	248	2457
P49674	O14745_S291	O14745	-3.836120945077784	KS	48	2458
Q6XUX3	O14745_S294	O14745	-1.8381774732947704	KS	277	2459
P27448	O14745_T293	O14745	-3.046782738058443	KS	170	2462
O14976	O14791_S314	O14791	1.5856119443070789	KS	1	2468
Q92630	O14827_S794	O14827	-4.196997288868108	KS	232	2477
Q9NSY1	O14908_T238	O14908	-3.6724751701294114	KS	0	2505
Q13535	O14908_T252	O14908	3.0567517834664457	KS	168	2507
Q8IW41	O14924_S172	O14924	-1.0542221983350937	KS	46	2508
Q8IWQ3	O14974_S472	O14974	-1.2457750283392457	KS	172	2524
Q96L34	O14974_S507	O14974	-5.140401867658701	KS	87	2529
Q8TD19	O15013_S1284	O15013	1.2691198372517525	KS	164	2552
