Source	Target	Target_Uniprot	f	Type	Source_idx	Target_idx
P51957	Q9Y6R0_S324	Q9Y6R0	1.1335450907664768	KS	113	9765
Q13535	Q9Y6M5_S172	Q9Y6M5	-0.5587674176104134	KS	116	9749
Q9H2K8_S324	Q9H2K8	Q9H2K8	1.0	SK	851	117
Q9NQU5_S246	Q9NQU5	Q9NQU5	1.0	SK	856	124
Q16566	Q9Y6E0_T190	Q9Y6E0	0.5495979481873299	KS	128	918
Q9H4A3_S382	Q9H4A3	Q9H4A3	1.0	SK	854	129
Q9Y6M4_T29	Q9Y6M4	Q9Y6M4	1.0	SK	920	135
P51812_S386	P51812	P51812	1.0	SK	597	136
Q15418_T359	Q15418	Q15418	1.0	SK	744	138
O14578	Q9Y580_S204	Q9Y580	1.1985130468518663	KS	139	9662
P23443	Q9Y6G9_S414	Q9Y6G9	1.0045820755856845	KS	141	9732
Q92630	Q9Y6M7_S84	Q9Y6M7	-3.205357809076906	KS	149	9754
Q14012_T177	Q14012	Q14012	1.0	SK	732	151
Q8IU85	Q9Y5K6_S232	Q9Y5K6	-2.99749506363732	KS	154	9672
Q9UEE5	Q9Y4U1_S271	Q9Y4U1	-0.9933057750418168	KS	156	9645
P31749_S126	P31749	P31749	1.0	SK	540	157
P48730_T355	P48730	P48730	1.0	SK	575	173
P78362_S380	P78362	P78362	1.0	SK	614	178
P49137_Y225	P49137	P49137	1.0	SK	945	180
Q8IW41_Y189	Q8IW41	Q8IW41	1.0	SK	967	183
P15056_T440	P15056	P15056	1.0	SK	509	187
Q96SB4_S51	Q96SB4	Q96SB4	1.0	SK	834	190
P31751_Y316	P31751	P31751	1.0	SK	941	192
O75676_S681	O75676	O75676	1.0	SK	427	195
Q9UL54	Q9Y2W1_S310	Q9Y2W1	-2.3966699577760746	KS	202	9510
Q15746_S1779	Q15746	Q15746	1.0	SK	747	208
Q9Y5S2_S1690	Q9Y5S2	Q9Y5S2	1.0	SK	915	209
Q9BUB5_S221	Q9BUB5	Q9BUB5	1.0	SK	840	217
Q13555	Q9Y6X4_S636	Q9Y6X4	-1.9100869591775549	KS	219	9779
Q8IWQ3	Q9Y6R1_T254	Q9Y6R1	0.5556487626459301	KS	221	9772
Q9HBH9_S74	Q9HBH9	Q9HBH9	1.0	SK	855	223
Q8TF76_S143	Q8TF76	Q8TF76	1.0	SK	811	226
Q8IVH8	Q9Y608_S323	Q9Y608	-2.533511024248748	KS	227	9703
O95819_S629	O95819	O95819	1.0	SK	449	228
O75116	Q9Y6W5_S293	Q9Y6W5	-3.64159993286224	KS	230	9773
Q13043_S327	Q13043	Q13043	1.0	SK	659	237
Q9Y4K4	Q9Y2I8_S24	Q9Y2I8	0.5252757122712843	KS	242	9476
Q02156	Q9Y6R0_S324	Q9Y6R0	1.1335450907664768	KS	247	9765
P25098	Q9Y6M7_S84	Q9Y6M7	-3.205357809076906	KS	253	9754
Q96RR4	Q9Y6X4_S378	Q9Y6X4	-0.7050754088060653	KS	264	9777
Q99759_S176	Q99759	Q99759	1.0	SK	836	266
O00418_S78	O00418	O00418	1.0	SK	399	276
Q7L7X3	Q9Y2W1_S310	Q9Y2W1	-2.3966699577760746	KS	277	9510
Q12851_S394	Q12851	Q12851	1.0	SK	657	285
P05129	Q9Y6R0_S324	Q9Y6R0	1.1335450907664768	KS	289	9765
Q9Y243_Y312	Q9Y243	Q9Y243	1.0	SK	970	295
P19525_Y27	P19525	P19525	1.0	SK	936	297
Q9UEW8_S385	Q9UEW8	Q9UEW8	1.0	SK	889	299
P45985_S394	P45985	P45985	1.0	SK	564	306
P53667_S302	P53667	P53667	1.0	SK	607	307
Q14289	Q9Y4B5_Y544	Q9Y4B5	2.6869255397627825	KS	308	10289
Q05397_Y397	Q05397	Q05397	1.0	SK	952	321
P07948	Q9UIQ6_Y46	Q9UIQ6	3.146539383435016	KS	365	10259
P42684	Q9Y2H5_Y492	Q9Y2H5	1.2390128540322325	KS	385	10276
O00418_S74	O00418	O00418	1.0	SK	398	276
O75676_S343	O75676	O75676	1.0	SK	425	195
O94921_S120	O94921	O94921	1.0	SK	437	12
O95747_S339	O95747	O95747	1.0	SK	444	286
O95747_S347	O95747	O95747	1.0	SK	445	286
O95747_S359	O95747	O95747	1.0	SK	446	286
O96013_S99	O96013	O96013	1.0	SK	457	130
P04049_S43	P04049	P04049	1.0	SK	472	210
P04626_S1073	P04626	P04626	1.0	SK	481	380
P04626_S998	P04626	P04626	1.0	SK	485	380
P15056_S446	P15056	P15056	1.0	SK	505	187
P15056_S447	P15056	P15056	1.0	SK	506	187
P19525_S456	P19525	P19525	1.0	SK	512	297
P27361_T202	P27361	P27361	1.0	SK	521	17
P28482_T185	P28482	P28482	1.0	SK	535	7
P28482_T190	P28482	P28482	1.0	SK	536	7
P31751_S126	P31751	P31751	1.0	SK	541	192
P31751_T309	P31751	P31751	1.0	SK	542	192
P31751_T313	P31751	P31751	1.0	SK	543	192
P41743_S7	P41743	P41743	1.0	SK	549	248
P48730_T347	P48730	P48730	1.0	SK	574	173
P49137_S219	P49137	P49137	1.0	SK	576	180
P49137_T222	P49137	P49137	1.0	SK	578	180
P54760_S769	P54760	P54760	1.0	SK	611	347
Q00536_S480	Q00536	Q00536	1.0	SK	622	88
Q05655_S647	Q05655	Q05655	1.0	SK	648	288
Q13043_S320	Q13043	Q13043	1.0	SK	658	237
Q13131_S356	Q13131	Q13131	1.0	SK	664	214
Q13153_S174	Q13153	Q13153	1.0	SK	673	278
Q13153_S199	Q13153	Q13153	1.0	SK	674	278
Q13153_S220	Q13153	Q13153	1.0	SK	676	278
Q13153_S223	Q13153	Q13153	1.0	SK	677	278
Q13177_S141	Q13177	Q13177	1.0	SK	688	123
Q13188_S323	Q13188	Q13188	1.0	SK	699	270
Q13523_S23	Q13523	Q13523	1.0	SK	706	13
Q13523_S328	Q13523	Q13523	1.0	SK	710	13
Q13523_S431	Q13523	Q13523	1.0	SK	712	13
Q13557_S333	Q13557	Q13557	1.0	SK	720	188
Q13557_T331	Q13557	Q13557	1.0	SK	723	188
Q15139_S235	Q15139	Q15139	1.0	SK	736	55
Q15139_S249	Q15139	Q15139	1.0	SK	737	55
Q15418_S363	Q15418	Q15418	1.0	SK	742	138
Q16513_S306	Q16513	Q16513	1.0	SK	754	153
Q16584_S740	Q16584	Q16584	1.0	SK	767	290
Q2M2I8_T389	Q2M2I8	Q2M2I8	1.0	SK	772	25
Q2M2I8_T620	Q2M2I8	Q2M2I8	1.0	SK	773	25
Q8IW41_T182	Q8IW41	Q8IW41	1.0	SK	797	183
Q8TDX7_S195	Q8TDX7	Q8TDX7	1.0	SK	808	257
Q9NYL2_S593	Q9NYL2	Q9NYL2	1.0	SK	866	281
Q9NYV4_S383	Q9NYV4	Q9NYV4	1.0	SK	873	43
Q9NYV4_S385	Q9NYV4	Q9NYV4	1.0	SK	874	43
Q9NYV4_S681	Q9NYV4	Q9NYV4	1.0	SK	875	43
Q9NZJ5_S1094	Q9NZJ5	Q9NZJ5	1.0	SK	878	85
Q9UEW8_S370	Q9UEW8	Q9UEW8	1.0	SK	887	299
Q9Y2U5_S297	Q9Y2U5	Q9Y2U5	1.0	SK	909	267
P04626_Y1127	P04626	P04626	1.0	SK	925	380
P04626_Y735	P04626	P04626	1.0	SK	928	380
P36507	A0FGR8_S691	A0FGR8	-2.156084540482956	KS	35	978
P50613	A0FGR8_S693	A0FGR8	-1.5627167609064667	KS	11	979
P53350	A0FGR8_S761	A0FGR8	1.4174334723289643	KS	87	984
P31749	A1A5D9_S36	A1A5D9	1.2389103591627908	KS	157	995
O96017	A1L390_S1081	A1L390	3.148828968999656	KS	60	999
O75676	A1L390_S448	A1L390	1.6692799861853145	KS	195	1001
P27448	A1L390_S640	A1L390	1.141376523960666	KS	164	1004
Q13535	A6NDB9_S550	A6NDB9	1.1613051073962168	KS	116	1020
Q2M2I8	A7KAX9_S655	A7KAX9	1.0858492060832037	KS	25	1025
Q8IWQ3	A7KAX9_S706	A7KAX9	-1.8577045338903844	KS	221	1027
Q13043	A7KAX9_S709	A7KAX9	-1.793851688880908	KS	237	1028
Q16512	C9JLW8_S18	C9JLW8	-1.4632959688414964	KS	48	1033
P25098	O00193_S147	O00193	1.0529097105691996	KS	253	1048
Q9NRM7	O00193_S15	O00193	-3.803177281536655	KS	77	1049
P78527	O00193_S17	O00193	-4.070514076468953	KS	108	1050
P48729	O00193_S25	O00193	1.321971416262084	KS	133	1052
P45984	O00267_T775	O00267	1.0749772834440223	KS	21	1066
Q9Y6M4	O00299_S156	O00299	1.3351915820197124	KS	135	1074
P25098	O00299_T155	O00299	1.224343034270433	KS	253	1075
Q00537	O00400_S2	O00400	1.973499456433164	KS	42	1077
O43318	O00479_S80	O00479	-2.066219928483092	KS	268	1084
P49840	O00499_S296	O00499	-1.6067000056233312	KS	211	1085
P50613	O00499_S298	O00499	-1.579528080630066	KS	11	1086
P25098	O00505_S56	O00505	-1.5892899370006592	KS	253	1092
P53350	O00505_S60	O00505	1.8511756142155136	KS	87	1093
P06493	O00512_T115	O00512	1.001036121705198	KS	4	1096
Q8IVH8	O00515_S121	O00515	1.1493724011193578	KS	227	1099
Q96GX5	O00515_S38	O00515	-3.669986752515664	KS	31	1101
Q02750	O00567_S520	O00567	-2.2661366435926755	KS	34	1110
Q9Y243	O00567_S563	O00567	-1.2721932822136175	KS	295	1113
P25098	O00567_S569	O00567	1.1128018276728913	KS	253	1114
Q13555	O00567_T468	O00567	1.8137936169649187	KS	219	1117
Q13153	O00571_S605	O00571	1.006437968170399	KS	278	1121
Q9NRM7	O00571_S606	O00571	-1.1664028752987878	KS	77	1122
Q16566	O00712_S264	O00712	-2.7575244881269665	KS	128	1129
Q9NSY1	O00716_S163	O00716	1.3219063268087456	KS	24	1139
Q13546	O14497_S1184	O14497	1.2546171102617532	KS	54	1142
Q16539	O14523_T417	O14523	1.5712160063899017	KS	9	1148
Q15831	O14524_S368	O14524	-1.572286677181701	KS	63	1149
Q13555	O14617_S829	O14617	-1.107429460351014	KS	219	1158
Q8TDX7	O14639_S426	O14639	-1.4425136912134473	KS	257	1162
P49759	O14639_S431	O14639	-1.8638832289358904	KS	91	1163
Q9NQU5	O14639_S450	O14639	-1.912940863278262	KS	124	1164
Q13535	O14639_S452	O14639	-1.6147299112214313	KS	116	1165
Q13523	O14681_S326	O14681	1.0324624032641658	KS	13	1177
P50613	O14686_T4682	O14686	1.3491273846507807	KS	11	1181
P49137	O14737_S119	O14737	1.109445637431424	KS	180	1185
P15056	O14745_S288	O14745	-6.0530492635462405	KS	187	1188
Q14012	O14745_S290	O14745	-4.654075967157368	KS	151	1189
P33981	O14745_S294	O14745	-1.8381774732947704	KS	81	1190
P27448	O14745_T293	O14745	-3.046782738058443	KS	164	1193
Q9NSY1	O14908_T238	O14908	-3.6724751701294114	KS	24	1205
Q13535	O14908_T252	O14908	3.0567517834664457	KS	116	1207
Q8IWQ3	O14974_S472	O14974	-1.2457750283392457	KS	221	1213
Q96L34	O14974_S507	O14974	-5.140401867658701	KS	207	1215
Q13188	O15013_S1287	O15013	1.9633578339077005	KS	270	1225
Q92630	O15014_S358	O15014	-2.5904909445129647	KS	149	1227
O76039	O15014_S379	O15014	1.922124005876052	KS	143	1229
P19525	O15014_S467	O15014	-1.127243606061258	KS	297	1230
P06493	O15042_S485	O15042	1.1468688021997586	KS	4	1242
Q13627	O15042_S946	O15042	2.0582549077327723	KS	89	1243
P42345	O15085_T672	O15085	1.8876662610802144	KS	39	1246
Q96SB4	O15126_T45	O15126	1.2198805188483988	KS	190	1250
P36507	O15151_S340	O15151	2.412538249730339	KS	35	1254
Q96L34	O15151_S342	O15151	2.043422925148855	KS	207	1255
Q02750	O15151_S344	O15151	1.6142525948276756	KS	34	1256
P27361	O15164_S660	O15164	1.037463334422	KS	17	1259
Q13464	O15211_S617	O15211	-1.651639953245306	KS	302	1268
P31749	O15231_S153	O15231	2.699534371218384	KS	157	1273
Q15139	O15231_S465	O15231	-3.2621242415040914	KS	55	1276
Q16539	O15231_T513	O15231	1.2108317202329406	KS	9	1281
Q15418	O15234_S363	O15234	-1.203737596466933	KS	138	1284
O14976	O15344_S92	O15344	-1.3092256623181466	KS	29	1288
Q96Q15	O15355_S183	O15355	-1.3852222964798226	KS	105	1291
Q9NYV4	O15400_T4	O15400	1.3539164060874267	KS	43	1299
Q96KB5	O15427_S436	O15427	-1.0186930987656757	KS	26	1302
Q16512	O15438_S908	O15438	1.254908833059556	KS	48	1303
Q07002	O15440_S509	O15440	1.1077503497620338	KS	23	1304
Q9Y6M4	O15541_S253	O15541	1.079344921461944	KS	135	1310
O14976	O15551_T204	O15551	1.3398272744826034	KS	29	1312
Q9P289	O43148_T77	O43148	1.338042784315256	KS	118	1313
Q13555	O43150_S701	O43150	1.7651512469435249	KS	219	1315
O43683	O43150_S822	O43150	1.1146408250764177	KS	30	1316
P06493	O43237_S383	O43237	-2.796258540307821	KS	4	1329
P49841	O43290_S598	O43290	1.7485341633011495	KS	197	1335
Q8IVH8	O43294_S137	O43294	2.190525368031372	KS	227	1336
P23443	O43294_S140	O43294	2.354936713416256	KS	141	1337
P49840	O43296_S150	O43296	1.3022032460785375	KS	211	1345
Q8TF76	O43303_T382	O43303	1.179618756043368	KS	226	1347
Q00537	O43395_S133	O43395	1.1369958261403337	KS	42	1354
Q96RR4	O43399_S161	O43399	-1.5256521091602764	KS	264	1359
P24723	O43399_T163	O43399	-3.194144532936217	KS	293	1361
P53355	O43491_T673	O43491	-2.1313043989537483	KS	193	1371
Q9BUB5	O43520_S1207	O43520	1.7840506796134008	KS	217	1374
Q9Y6M4	O43524_S311	O43524	1.2258861025689851	KS	135	1379
Q9UEE5	O43524_S413	O43524	-1.858053140606497	KS	156	1380
P05129	O43583_S20	O43583	2.1712948672394	KS	289	1388
P45984	O43598_S169	O43598	1.3277571639379548	KS	21	1391
P48730	O43598_T174	O43598	1.8934459461649045	KS	173	1392
Q92630	O43639_S90	O43639	-1.294688942628861	KS	149	1393
Q7L7X3	O43663_S513	O43663	-2.0620584994089324	KS	277	1398
P49840	O43719_S453	O43719	3.535397972168345	KS	211	1405
Q86UX6	O43719_S494	O43719	-4.062230000311338	KS	61	1407
P28482	O43765_S77	O43765	1.5589801234973637	KS	7	1417
Q92630	O43765_T303	O43765	-1.4168807270188033	KS	149	1418
P48729	O43829_S233	O43829	1.0249118479134047	KS	133	1425
Q16539	O43829_T235	O43829	1.4670473399336288	KS	9	1426
Q96L34	O43847_S94	O43847	-2.060527387815224	KS	207	1427
Q13188	O60238_S65	O60238	2.2480730583950965	KS	270	1436
Q13523	O60244_S1136	O60244	-1.1521769701915332	KS	13	1437
Q13233	O60244_S1144	O60244	1.1089455081158146	KS	73	1438
O00418	O60264_S66	O60264	1.3646679080399355	KS	276	1442
P49840	O60271_T292	O60271	1.4572010902933332	KS	211	1448
O94921	O60271_T365	O60271	-1.0766548162345444	KS	12	1449
P27448	O60292_S1544	O60292	-1.34942810686052	KS	164	1456
P27448	O60292_S172	O60292	1.1591526423788334	KS	164	1457
Q96SB4	O60333_S1659	O60333	1.0628892506817031	KS	190	1459
Q96Q15	O60353_S629	O60353	1.1164967572952165	KS	105	1470
Q96Q15	O60488_S674	O60488	1.7190913982478817	KS	105	1471
P45984	O60499_S132	O60499	-2.5393479659482328	KS	21	1473
O14757	O60502_S364	O60502	1.242767739661165	KS	27	1474
Q96KB5	O60664_S130	O60664	1.3800418248607451	KS	26	1492
Q7L7X3	O60716_S230	O60716	-3.938373703899249	KS	277	1498
Q9H4A3	O60716_S268	O60716	-2.73258110525758	KS	129	1500
Q96L34	O60716_S349	O60716	2.230296302214354	KS	207	1504
P25098	O60749_S226	O60749	1.2379953427020212	KS	253	1506
Q9Y6E0	O60825_S483	O60825	-2.271806997764497	KS	292	1513
O94921	O60825_S493	O60825	-1.6067297530846112	KS	12	1514
Q9Y2U5	O60832_S494	O60832	1.7267097258318742	KS	267	1520
Q9UKE5	O60832_T497	O60832	1.6788154411728584	KS	291	1522
P25098	O60841_S113	O60841	1.2845253931557536	KS	253	1523
P78527	O60841_S137	O60841	1.4462075403631849	KS	108	1524
Q13555	O60841_S511	O60841	0.5056735618117649	KS	219	1526
P15056	O60885_S1070	O60885	-0.5901076711031692	KS	187	1529
O96013	O60930_S74	O60930	-2.252160444858932	KS	130	1538
Q96Q15	O60934_S615	O60934	1.6154894662353332	KS	105	1543
Q96QT4	O75122_S455	O75122	1.3548388132108684	KS	243	1558
Q13523	O75145_T714	O75145	1.710380388278935	KS	13	1565
P06493	O75145_T718	O75145	-1.3389116624474138	KS	4	1566
P25098	O75152_S171	O75152	2.215553905547253	KS	253	1574
Q13153	O75157_S205	O75157	-1.15282228453745	KS	278	1580
P49841	O75167_T25	O75167	1.993407703272352	KS	197	1583
O14757	O75190_S15	O75190	-2.172825942505611	KS	27	1590
P53350	O75351_S102	O75351	-3.7415132387436927	KS	87	1592
P48730	O75367_T175	O75367	1.5021131482912011	KS	173	1601
Q13627	O75376_S158	O75376	-1.7805908348087731	KS	89	1608
P48730	O75376_S1977	O75376	2.133495181555327	KS	173	1611
Q9H2G2	O75376_S999	O75376	1.4074679091006566	KS	240	1616
Q13555	O75379_S30	O75379	1.3652566051340287	KS	219	1618
O76039	O75382_S455	O75382	1.1908008676939463	KS	143	1625
Q13555	O75391_S114	O75391	1.9633023162225065	KS	219	1626
Q15746	O75410_S153	O75410	-2.182953929061528	KS	208	1633
Q96Q15	O75410_S267	O75410	2.0594660033856265	KS	105	1634
Q8IU85	O75420_S157	O75420	1.602988292877722	KS	154	1638
P27361	O75420_S24	O75420	1.0742806712598745	KS	17	1640
P25098	O75436_S318	O75436	1.7260575256205275	KS	253	1644
Q9NRM7	O75446_S131	O75446	-1.4726419244388769	KS	77	1645
P45984	O75448_S873	O75448	1.046169861888556	KS	21	1648
Q13555	O75475_S275	O75475	1.6297816044793605	KS	219	1652
P25098	O75475_T122	O75475	-1.0618406843921555	KS	253	1655
O75676	O75494_S133	O75494	1.4394946266540831	KS	195	1658
Q9H4A3	O75494_S156	O75494	-1.0614405525486017	KS	129	1659
Q9BZL6	O75494_S158	O75494	-1.1161740154528097	KS	184	1660
Q13627	O75494_T92	O75494	1.1730713529989831	KS	89	1662
Q2M2I8	O75509_S541	O75509	1.6793692057876708	KS	25	1663
Q99986	O75531_S4	O75531	2.011166467021946	KS	109	1672
Q8TDX7	O75533_S322	O75533	1.9684973217763329	KS	257	1674
Q13523	O75533_T223	O75533	1.8393141135594533	KS	13	1681
P49840	O75533_T244	O75533	-1.9762678772666755	KS	211	1684
O76039	O75533_T273	O75533	1.4610346526046314	KS	143	1687
Q96KB5	O75533_T434	O75533	1.1194060330631004	KS	26	1696
P49841	O75533_T436	O75533	1.112824956256821	KS	197	1697
P50750	O75581_S1508	O75581	1.135739380351399	KS	40	1701
Q9Y6M4	O75643_S225	O75643	1.525976016841554	KS	135	1703
P25098	O75717_S383	O75717	1.0026463305718512	KS	253	1712
Q96SB4	O75764_S140	O75764	-1.7877703980206672	KS	190	1713
Q13131	O75815_S370	O75815	1.5567027036650585	KS	214	1718
O14757	O75821_T41	O75821	-2.375168222789739	KS	27	1720
Q13188	O75822_S13	O75822	1.8496333982725128	KS	270	1722
Q15831	O75874_S94	O75874	-1.965326352460469	KS	63	1725
Q13163	O75907_S17	O75907	1.3153526412505006	KS	201	1727
Q9NRM7	O75907_S18	O75907	-1.0624843038628455	KS	77	1728
Q15208	O75907_T12	O75907	-2.0300047092476667	KS	97	1729
P49759	O75909_S324	O75909	2.1308952851255984	KS	91	1730
Q9NQU5	O75962_S1785	O75962	1.7288550653487815	KS	124	1734
P45984	O75962_S2455	O75962	1.4561378719875258	KS	21	1735
P53350	O75976_T1368	O75976	1.4531472557193563	KS	87	1738
P28482	O76094_S625	O76094	1.808067978525898	KS	7	1752
P28482	O94776_T534	O94776	-1.1011660542934347	KS	7	1756
P28482	O94811_S160	O94811	-1.5996009834206824	KS	7	1763
Q9Y2H1	O94811_S18	O94811	-2.6418375553868945	KS	70	1764
Q07002	O94826_S91	O94826	-2.584528498990021	KS	23	1765
P19525	O94826_T85	O94826	-3.5171956127093544	KS	297	1766
Q16539	O94864_S108	O94864	1.381927220372441	KS	9	1768
Q9UKI8	O94874_S458	O94874	-4.077772963645977	KS	82	1769
P51957	O94875_S298	O94875	-4.691135219410016	KS	113	1775
Q96QT4	O94875_S301	O94875	-2.796961784487649	KS	243	1776
Q8TD19	O94880_S294	O94880	1.1258205903337668	KS	107	1782
P45984	O94887_S439	O94887	2.0000355266076806	KS	21	1788
P42345	O94888_S270	O94888	-1.0376565770004973	KS	39	1790
Q13535	O94888_S288	O94888	1.4298055637477702	KS	116	1793
Q8TD19	O94888_T306	O94888	-2.830360280050721	KS	107	1794
P15056	O94903_S244	O94903	1.148987847181404	KS	187	1796
Q9Y243	O94929_S372	O94929	-1.5917723877546912	KS	295	1806
P50750	O94929_S373	O94929	-2.9027736835880784	KS	40	1807
O75676	O94929_S503	O94929	-1.7783230255281222	KS	195	1810
Q14004	O94929_S567	O94929	1.296983131351583	KS	41	1812
Q13555	O94979_S527	O94979	-1.1657850882467162	KS	219	1816
P42345	O95149_S350	O95149	1.582933337811001	KS	39	1829
Q13546	O95155_S103	O95155	1.474459958567948	KS	54	1831
P49137	O95155_S105	O95155	1.4219991862012282	KS	180	1832
Q13153	O95155_S76	O95155	-1.5130565444220636	KS	278	1833
Q9H4A3	O95171_S289	O95171	1.1591045961244006	KS	129	1836
P06493	O95197_S229	O95197	1.097995902609	KS	4	1842
Q02750	O95210_S211	O95210	-2.6921714149463	KS	34	1846
P25098	O95218_S120	O95218	1.5494695094280448	KS	253	1847
P25098	O95218_S153	O95218	1.2997637079606434	KS	253	1848
Q9BQI3	O95218_S181	O95218	1.8701604006500911	KS	33	1849
Q13555	O95218_S188	O95218	-3.230777749732693	KS	219	1850
P25098	O95232_S425	O95232	1.401807895734029	KS	253	1851
Q13177	O95251_S50	O95251	-4.109118525518227	KS	123	1861
Q16566	O95292_S158	O95292	-1.273585395958703	KS	128	1868
P51812	O95297_S221	O95297	1.318307712547032	KS	136	1876
P19525	O95297_S247	O95297	1.246744484200999	KS	297	1877
Q8N4C8	O95336_S49	O95336	1.6585073458959236	KS	301	1878
Q07002	O95359_S2226	O95359	1.802465460296725	KS	23	1879
Q13555	O95365_S337	O95365	-2.5638904133486147	KS	219	1882
P27361	O95365_S549	O95365	2.1583646715180898	KS	17	1884
Q16539	O95365_T517	O95365	-1.8047561040727835	KS	9	1885
P15056	O95391_S235	O95391	2.5479835497618115	KS	187	1886
Q12851	O95400_S46	O95400	-4.710082561010346	KS	285	1890
P42345	O95402_S373	O95402	1.2918638752681364	KS	39	1892
O75676	O95425_S549	O95425	1.5164317259795794	KS	195	1894
Q13557	O95453_S572	O95453	1.665015857631234	KS	188	1897
P78362	O95453_S619	O95453	-2.3259681879531997	KS	178	1898
P27361	O95503_S107	O95503	-1.737591229130901	KS	17	1901
Q15139	O95674_S41	O95674	1.092291134925894	KS	55	1919
O94921	O95677_S139	O95677	-2.292217750562493	KS	12	1920
P06493	O95684_S156	O95684	-1.8866186608644853	KS	4	1922
P50613	O95685_S46	O95685	-4.3209307725900015	KS	11	1926
P27448	O95721_S77	O95721	2.1538114162394315	KS	164	1936
P15056	O95817_S269	O95817	-1.0829859188791744	KS	187	1949
P78362	O95817_T406	O95817	2.261179128933767	KS	178	1954
Q13627	O96007_S20	O96007	1.0470984054714323	KS	89	1961
O14976	O96018_S11	O96018	1.0134918740806995	KS	29	1962
P48730	O96018_S9	O96018	2.462372840887598	KS	173	1963
P49840	O96020_S21	O96020	2.247465534538966	KS	211	1965
Q13555	P00441_S99	P00441	1.0174769835646185	KS	219	1969
Q16566	P00533_S1064	P00533	1.6726931670909782	KS	128	1974
Q92630	P00533_S991	P00533	3.9793949030122366	KS	149	1977
Q13163	P00533_S995	P00533	1.3008384090803702	KS	201	1978
P49674	P00533_T993	P00533	1.6146315623993353	KS	19	1980
Q9Y2U5	P02533_S435	P02533	1.1770538088248017	KS	267	1983
Q96PY6	P02545_S17	P02545	5.527728098294663	KS	32	1986
Q13535	P02545_S390	P02545	-1.794271615611784	KS	116	1992
Q92630	P02545_S392	P02545	-2.9756669729376632	KS	149	1993
P49674	P02545_S404	P02545	-7.297194701624672	KS	19	1995
Q96GX5	P02545_S407	P02545	-2.0595851423988165	KS	31	1996
P51812	P02545_S423	P02545	-1.5219628797961668	KS	136	1998
Q96Q15	P02545_S507	P02545	1.3076372172753086	KS	105	2005
P45984	P02545_T19	P02545	2.3400296939881784	KS	21	2013
Q8IU85	P02686_S40	P02686	1.7763938513098765	KS	154	2021
P78362	P02765_S135	P02765	-7.330209994534151	KS	178	2023
Q2M2I8	P04075_T9	P04075	1.5523106026657914	KS	25	2033
Q13233	P04264_S21	P04264	-1.9241710877544824	KS	73	2041
O43318	P04406_T184	P04406	1.1811258642414444	KS	268	2050
Q15418	P04792_S15	P04792	1.1348455743727346	KS	138	2056
O00418	P04792_S86	P04792	-1.1763757122054752	KS	276	2061
P23443	P04920_S443	P04920	-1.3826081442827365	KS	141	2066
P25098	P05386_S104	P05386	4.674203481488332	KS	253	2074
P27361	P05412_S243	P05412	1.2039001582183315	KS	17	2081
