name	index	f
O75914	290	0
Q13464	291	0
P31751	292	0
Q02779	293	0
Q8IYT8	294	0
Q99558	295	0
Q86UX6	296	0
Q9HBH9	297	0
O75460	298	0
P05771	299	0
P31749	300	0
Q9NYL2	301	0
Q96PY6	302	1
Q15120	303	0
A4D1H4	304	0
A0A024R8K3	305	0
Q14289	306	0
M0R0W6	307	0
A8K3B6	308	0
Q504U8	309	0
A0A024R273	310	0
P45985	311	1
B4DVP5	312	0
P53671	313	0
P53667	314	0
Q13470	315	0
Q07912	316	1
Q15569	317	0
Q01538	318	0
P43403	319	0
P09769	320	0
P12931	321	1
P06241	322	0
E9PJX5	323	0
P07947	324	0
P08631	325	0
A0A0S2Z3Y8	326	0
P07948	327	0
P14616	328	0
P04626	329	0
P17948	330	0
B4DV95	331	0
O60674	332	0
P42684	333	0
P07333	334	0
H0YNK6	335	0
P07949	336	0
A0A024R8E2	337	0
B4E058	338	0
P23458	339	0
P21709	340	0
P42679	341	0
Q59H18	342	0
Q02763	343	0
O15146	344	0
A0A024R7E4	345	0
A0A024R7M7	346	0
P16234	347	1
P35916	348	0
A0A024RDA0	349	0
Q6ZWH5	350	0
Q08881	351	0
P42680	352	0
Q13882	353	0
A0A024R759	354	0
P21802	355	0
P22607	356	0
A0A024R906	357	0
P06213	358	0
A0A0S2Z3Q6	359	0
P09619	360	0
Q16620	361	0
Q15303	362	0
P54760	363	0
P08069	364	0
P29376	365	0
Q08345	366	0
Q05397	367	1
P54753	368	0
P08922	369	0
B6D4Y2	370	0
P07332	371	0
P51813	372	0
P04629	373	0
A0A140VJJ0	374	0
P30291	375	1
Q96CY4	376	0
P36888	377	0
Q12866	378	0
P42681	379	0
Q06187	380	0
P16591	381	0
P54762	382	0
Q9H3Y6	383	0
A0A024R452	384	0
B4DSE0	385	0
A0A0B4J1T8	386	0
A0A024RD88	387	0
P42685	388	0
Q15375	389	0
A0A024QZA8	390	0
P29322	391	0
O00418_S71	392	-0.734365769162233
O00418_S72	393	-0.711381431486775
O00418_S74	394	0.0311379134275711
O14578_S440	395	-0.880971117177262
O15530_S241	396	0.445845423505987
O43318_S389	397	-0.623636355362484
O43318_S439	398	-0.390727503024068
O75385_S469	399	-0.705074889937929
O75385_S479	400	0.605298901578921
O75385_S556	401	-0.732816687000142
O75385_S623	402	-1.42436229889319
O75676_T687	403	0.631888508267847
O94804_S191	404	0.664445599973551
O94804_S448	405	-0.416740437168828
O95835_S278	406	-1.21642042336779
O95835_S464	407	-0.346438952490143
O95835_T246	408	-0.168196968318107
P12931_S17	409	-0.546900369064724
P15056_S363	410	0.187358905785364
P15056_S447	411	-0.346849689547053
P17612_S339	412	-0.832589266194628
P17612_T198	413	0.597127511880746
P17612_T202	414	0.517673244461935
P19525_S83	415	0.810482674851485
P19525_S92	416	1.1629380487225
P23443_S394	417	0.387731247767698
P23443_S441	418	-1.2042321227328
P23443_S447	419	-0.793194961266852
P23443_T444	420	-2.15587209521343
P27361_T202	421	-0.936820727668245
P28482_T185	422	-0.903225037303311
P30291_S139	423	-1.25960076150088
P36507_S23	424	-0.739715267100823
P41743_T410	425	0.2531932252418
P41743_T564	426	-1.11001569019948
P45985_S257	427	-1.6354021075556
P48730_S356	428	-0.0886279998728193
P48730_T347	429	-2.1942305350958
P49759_S140	430	-0.499304514247264
P49759_S337	431	-0.686729423264362
P49841_S9	432	-0.495625585355764
P50613_T170	433	-0.43647173737774
P57059_S575	434	1.36817473157154
Q00536_S119	435	0.744491747185859
Q00536_S12	436	0.539535976472845
Q00536_S138	437	0.936745787799739
Q00536_S153	438	0.25724212391449103
Q00537_S137	439	0.857391393491513
Q00537_S180	440	0.709347850673984
Q00537_S9	441	0.644751183224022
Q05397_S840	442	-0.973566502672337
Q13043_T177	443	0.953249968004336
Q13131_S184	444	0.464154623280216
Q13131_S356	445	-2.87557111854011
Q13153_S144	446	0.601901719466332
Q13153_S174	447	-0.0028410825707894
Q13153_T230	448	0.204424158502869
Q13188_S385	449	-0.123883150574391
Q13873_S863	450	-1.01922338015921
Q14680_S335	451	-0.700990897696103
Q15418_S221	452	0.913215111974148
Q15418_S363	453	0.563266800565204
Q15418_S380	454	0.841112356494765
Q16512_S916	455	-0.140658771896227
Q16512_T774	456	-0.0286259312383625
Q16513_S302	457	-0.00496328581870209
Q16513_S535	458	-0.236953963127585
Q16513_T816	459	-0.800971752679759
Q16513_T820	460	0.519993344766597
Q2M2I8_S637	461	0.413336491336446
Q2M2I8_T620	462	-2.29588005734827
Q7KZI7_S390	463	-0.215473749677274
Q7KZI7_S40	464	-1.10162860183017
Q7KZI7_S409	465	-1.50723895773265
Q7KZI7_S456	466	-0.111871693235146
Q7KZI7_S571	467	-1.10645931485508
Q7KZI7_S619	468	-0.865764765929354
Q7KZI7_T467	469	0.764992144344605
Q7KZI7_T596	470	-1.30540885059734
Q86UE8_S111	471	0.448525579089821
Q86UE8_S115	472	0.373900921341427
Q86UE8_S46	473	-0.201000001472842
Q86UE8_S99	474	0.843936346054338
Q86UE8_T52	475	-0.204913859801438
Q8N4C8_S674	476	0.980146271692163
Q8N4C8_S701	477	0.97343728074706
Q8N4C8_S763	478	-0.120738459342107
Q8N4C8_S778	479	-0.0995613124961522
Q8TD19_S868	480	-2.19148349420073
Q96GX5_S320	481	-0.955771062132086
Q96GX5_S370	482	-0.53816832550538
Q96GX5_S453	483	-1.14904958292613
Q96KB5_S59	484	3.19405415099821
Q96KB5_T24	485	1.13337958319919
Q96L34_S218	486	-0.777271381399796
Q96L34_S423	487	-0.225541070194438
Q96L34_T214	488	-0.177626933235114
Q96PY6_S1052	489	0.535043093283806
Q96SB4_S311	490	-2.32902397827568
Q9BZL6_S197	491	-0.0375485239836083
Q9H2G2_S347	492	-0.749190963751296
Q9NSY1_S1107	493	0.0801886099390386
Q9NYV4_S332	494	-2.82940161620269
Q9NYV4_S383	495	-0.318986243349235
Q9NYV4_T893	496	-0.348633881560515
Q9UEE5_S28	497	-0.192760048257215
O94804_Y197	498	0.0300267544946475
P16234_Y273	499	-0.810590384521255
P27361_Y204	500	-0.692840310076726
P28482_Y187	501	-0.756137603287996
P49841_Y216	502	-0.274283390307501
Q07912_Y284	503	0.204304268844707
Q07912_Y827	504	0.146582348137475
Q86Z02_Y459	505	0.259746984464082
Q9H2G2_Y195	506	-0.0328320758998739
Q9H4A3_Y2276	507	1.64876537800996
A0AVK6_S71	508	-0.586467006198669
A0FGR8_S739	509	-0.283314780872225
A0FGR8_S755	510	1.44976672754176
A0FGR8_S758	511	0.255339007870919
A0FGR8_S761	512	-0.386057561443531
A1L020_S428	513	2.15824397897266
A1L170_S223	514	-1.16303281716358
A1L390_S1040	515	-0.460356005990732
A1L390_S1081	516	-0.465371795818816
A1L390_S741	517	0.0195290255404377
A5YM69_S450	518	-0.71426206476074094
A6ND36_S127	519	-0.219748828461919
A6ND36_S650	520	0.554049756808297
A6NDB9_T151	521	0.756151798098054
A6NKT7_S1276	522	-1.8850020135265
A7KAX9_S871	523	-2.61907090816037
O00148_T171	524	-2.01879570125728
O00151_S130	525	-1.37137939561593
O00178_S25	526	0.17996987106477
O00264_S181	527	0.0884761288917276
O00264_S57	528	-0.765098823477754
O00267_S666	529	0.764440729250589
O00273_S28	530	-0.15764356473545
O00273_S315	531	0.226629300612725
O00303_S258	532	-0.265529078651221
O00423_S113	533	-0.781695857769892
O00515_S468	534	0.493731160409471
O00567_S519	535	-0.769321989304631
O00567_S520	536	-0.883379030187237
O00567_S570	537	-0.160066388984707
O00571_S594	538	-0.22028552158742
O00571_S86	539	-0.418846042342693
O00571_S90	540	-0.300715763168684
O00712_S295	541	-0.163302937290958
O00712_S328	542	-0.90438508833182
O00712_S333	543	-0.13435585892384
O00767_S203	544	0.373287195327874
O14497_S1600	545	0.244819156093273
O14497_S363	546	0.930697546729075
O14523_S468	547	-0.634705807225927
O14523_S662	548	-0.380711865595135
O14613_S109	549	1.64274270492731
O14617_S829	550	-0.0334863024063097
O14639_S431	551	0.39297818026153303
O14641_S211	552	0.0116625893471375
O14647_S1365	553	0.154511783288557
O14828_S32	554	1.00905557834215
O14896_S424	555	0.2898983229076
O14929_S361	556	0.25041975852906
O15014_S467	557	-0.983364223800933
O15014_S758	558	-0.449366568644889
O15014_S804	559	-0.551108611178313
O15037_S10	560	0.881510643096266
O15042_S67	561	-0.0920289426496002
O15085_S251	562	0.229487914690242
O15151_S342	563	1.60218668180069
O15151_S367	564	-0.559885862970579
O15156_T369	565	-0.0633558676882551
O15173_T211	566	0.344436927018623
O15234_S265	567	-0.0449472374613036
O15234_S363	568	0.634011731703628
O15372_S183	569	0.567943968333618
O15440_S509	570	-0.982887157708075
O15551_S209	571	2.54602027606214
O15551_T204	572	1.50372257588276
O43149_S1518	573	-1.27583743860368
O43150_S822	574	-3.21713844787363
O43166_S1149	575	2.5962812829019
O43166_S1433	576	0.720884634954443
O43166_S1443	577	1.75282545398312
O43166_S1549	578	0.922739822807442
O43166_S1568	579	1.43387177107635
O43166_S1585	580	0.951890313832394
O43166_S162	581	0.887090979382512
O43166_S1632	582	1.06902015044078
O43166_S174	583	0.600492207115923
O43166_S208	584	1.83156083904483
O43166_S288	585	1.34686618778383
O43166_S384	586	0.548939839608799
O43237_S194	587	-0.480324468374551
O43290_S598	588	0.707898064624583
O43314_S1006	589	2.33003959436136
O43395_S619	590	-0.809086836685307
O43399_S166	591	-0.849062980818702
O43426_S1049	592	-2.0956649511179
O43463_S391	593	0.865007548915864
O43502_S20	594	2.04027925615199
O43663_T470	595	-0.589919456438228
O43719_S481	596	-1.21630987390334
O43741_S108	597	0.690395899189975
O43741_S183	598	1.1466045449668
O43741_S39	599	-0.596346982178814
O43768_T99	600	0.809537352625954
O43896_S915	601	-0.367153601643786
O43896_T1083	602	-0.165084430471364
O60244_S986	603	0.697608042411488
O60256_S227	604	0.121538632133502
O60264_S66	605	-1.02361854339387
O60264_T113	606	-0.629381782698471
O60271_S203	607	0.146082466592984
O60271_S733	608	-1.86932126786036
O60271_T217	609	-0.275794385363238
O60307_S1215	610	2.35267558756179
O60341_S166	611	-1.17473597462916
O60437_S1657	612	-1.24979650726579
O60493_S72	613	-0.285227531249113
O60504_S530	614	1.18176675316086
O60566_S1043	615	0.233318545627885
O60566_S670	616	-0.8237797718095
O60658_S457	617	-1.32402345902197
O60716_S230	618	-0.319634254394735
O60716_S252	619	0.878618507983245
O60716_S268	620	0.409849805651275
O60716_S349	621	0.41957518704822
O60749_S277	622	1.08042064202834
O60762_S9	623	-0.381719630420784
O60825_S483	624	0.505813344824512
O60832_S21	625	0.0102465277908733
O60832_S451	626	0.105393761336748
O60841_S113	627	-0.629326509876439
O60841_S214	628	-0.784383517331037
O75052_S266	629	-0.0446292707691252
O75052_S371	630	0.523703816800039
O75122_S1013	631	-0.461033647301768
O75122_S327	632	-0.303991788353788
O75122_S370	633	0.584030747460943
O75122_S523	634	-0.153003644559448
O75122_S596	635	1.08340676915559
O75145_T714	636	0.0262300510881897
O75151_S474	637	-0.673046663856644
O75151_S655	638	-1.05672096690458
O75151_S882	639	-0.884079933272275
O75152_S758	640	-0.0792399108045458
O75152_S759	641	-0.268582009978978
O75152_T321	642	-1.42668206632125
O75167_S23	643	-0.219836384000034
O75167_S522	644	-0.146936151769014
O75167_T25	645	-0.339754526223167
O75179_S1940	646	-2.65211408469033
O75190_S277	647	-3.57824704356591
O75362_S662	648	-0.133112048360849
O75369_S1505	649	0.185931872286028
O75369_S1988	650	1.11723516978991
O75369_S2107	651	0.303300069905644
O75369_S2135	652	-0.526956578991864
O75369_S2465	653	-0.433202027947841
O75369_S2478	654	-1.03790588350802
O75376_S1472	655	0.283886967317111
O75376_S2151	656	0.358767304629913
O75376_S2184	657	0.816557373911527
O75376_S224	658	0.582391443421532
O75379_S30	659	-0.373572422043887
O75381_S282	660	0.211272840640724
O75382_S427	661	-0.962138411877029
O75410_S276	662	0.0884759007986435
O75427_S513	663	-0.563226200486298
O75446_S131	664	0.443608510726601
O75448_S862	665	-0.852207870161589
O75475_S177	666	0.167556992877697
O75494_S131	667	1.01636304691483
O75494_S133	668	-0.0230915055705189
O75569_S18	669	0.267439639509677
O75592_S2751	670	0.652763298909196
O75592_S2833	671	-0.0220279530288394
O75643_S225	672	0.699595415190922
O75665_S735	673	1.63647586911555
O75717_S374	674	-2.65661160467745
O75717_S383	675	-0.00461750785306982
O75815_S290	676	5.1093072179995
O75821_S42	677	0.126670419507645
O75925_S503	678	-0.403689668499796
O75962_S2455	679	0.157382839587275
O76021_T465	680	0.301343014925795
O94763_S372	681	-0.817079477554485
O94776_S435	682	-0.139533596112267
O94776_T534	683	0.0715356671991092
O94842_S178	684	-0.313265472047453
O94842_T176	685	0.115377588201032
O94876_S382	686	-0.831944541155506
O94876_S414	687	1.91262380884662
O94885_S721	688	-2.15210157158964
O94885_S90	689	-4.27121754540922
O94888_S288	690	0.457179185181001
O94979_S1163	691	0.752824406223816
O94979_S799	692	-0.572996154585742
O94979_T1161	693	0.247578731621795
O95049_S203	694	-0.966137312082778
O95071_S2026	695	-2.05925365818606
O95071_S2028	696	0.136659975371412
O95197_S316	697	0.272065506262406
O95218_S120	698	0.533546417537067
O95235_S532	699	-0.350293125562666
O95239_S1225	700	-0.488998617106023
O95239_S801	701	-2.57537235697009
O95239_T799	702	-1.45097390722056
O95251_S124	703	1.59147316346735
O95251_S57	704	0.642130403573489
O95251_T128	705	1.46230602173737
O95295_S133	706	0.0339875974579567
O95365_S337	707	-0.675110046713595
O95365_S525	708	-0.690091043458365
O95365_S526	709	-0.499881628477107
O95425_S245	710	-0.15386784913904
O95425_T852	711	-0.170645203186435
O95671_S21	712	-0.507148801571216
O95685_S25	713	-0.410802399055284
O95782_S655	714	-0.480135902784987
O95785_S1134	715	-0.578035273578807
O95785_S1146	716	-0.673906686329115
O95785_S996	717	-0.993472050198688
O95817_S195	718	0.0880620530696445
O95817_S291	719	-0.424148536016199
O95817_S386	720	-0.851783582993583
O95997_S165	721	-0.874387607248618
P00558_S203	722	1.00305965211351
P02545_S22	723	-1.7765620509875
P02545_S277	724	0.137615498720582
P02545_S301	725	-2.68033866463383
P02545_S390	726	-0.489062963468305
P02545_S458	727	0.334793630615583
P02545_S628	728	0.426265164313909
P02786_S19	729	-0.240543710670094
P04075_S36	730	-0.24505084880993
P04075_S39	731	-0.118561742438522
P04075_S46	732	0.331336338031352
P04406_S151	733	-0.359321233829366
P04406_S210	734	-0.196164834277548
P04406_S83	735	1.10268686009008
P04406_T184	736	0.588225438200683
P04406_T75	737	0.815487678483043
P04792_S15	738	0.552588234645882
P04792_S82	739	0.538231597632093
P04792_S98	740	0.270362557912595
P04920_S144	741	-0.284216066731977
P04920_S243	742	1.75166441483107
P05114_S21	743	1.3513617737011001
P05204_S25	744	1.57620232358253
P05204_S29	745	2.08100884890187
P05412_S243	746	0.865549359878559
P05412_S63	747	-1.01044206021341
P05455_S366	748	-0.401364979046251
P05455_S92	749	0.399750189946801
P05455_S94	750	-0.456238631739708
P06733_S254	751	0.629717173641177
P06733_S263	752	-0.202019655508536
P07199_S156	753	1.05335114313159
P07741_S30	754	0.443206596713029
P07900_S263	755	-0.452057292077457
P07910_S260	756	-0.52857193237732
P08621_S226	757	-0.272597940820467
P08727_S10	758	0.432826396335177
P09234_S17	759	1.09112894290728
P09661_T180	760	-0.0646088121754887
P0C7T5_S284	761	-0.831001488244567
P0C7T5_T330	762	0.0790342103752837
P10071_S664	763	0.290228312814018
P10636_S531	764	1.13324694869777
P10636_T548	765	0.543902850844453
P11137_S1782	766	0.267465240176116
P11137_T1649	767	-0.234915175456157
P11171_S555	768	0.406473329503783
P11171_S709	769	0.85623267187062
P11274_S122	770	-0.488595754439893
P11274_S215	771	-0.543276357380985
P11388_S1106	772	-0.864937815014995
P11388_S1213	773	-0.48063428869091
P11388_S1393	774	-0.187355677025746
P11532_S3541	775	0.222684407744842
P11586_S490	776	1.07074823736332
P11717_S2409	777	-0.857327126660394
P11717_S2484	778	-0.103510937495337
P12268_S416	779	1.1758999793977
P12270_S2155	780	1.41191693375703
P12270_S379	781	0.62165757423693
P12270_T2116	782	-0.437311601581055
P12270_T641	783	-0.343124335488644
P13639_T435	784	-0.357247823104757
P13646_S427	785	-1.28582384450696
P14618_S346	786	0.819636561449136
P14618_S37	787	-1.16998439706093
P14618_S77	788	-1.69145579937541
P14859_S448	789	-0.340942978977582
P14859_T270	790	1.18311279206298
P14866_T98	791	-0.508825525008887
P15336_S112	792	0.445277852723952
P15336_S90	793	0.0462592974067452
P15408_S200	794	-1.79727078929726
P15822_S479	795	0.31659062188198
P15822_S571	796	-2.0663362582982
P15880_S264	797	0.422142418887342
P15923_S134	798	0.383435073770831
P15923_S139	799	1.32072530655504
P15923_S379	800	-0.046997626806884
P16070_S704	801	-0.517516304382033
P16070_S706	802	0.21342181529601
P17028_S274	803	0.120417287883415
P17028_T330	804	0.908243576151628
P17096_S102	805	0.378743984203604
P17096_S36	806	-0.256187909212536
P17096_T53	807	-0.376083231857895
P17535_S255	808	-0.0478353623047287
P17535_S90	809	-1.230440885372
P17544_S434	810	-0.439503333874049
P17706_S304	811	-0.25127204511994
P17858_S775	812	-0.650066041944244
P18583_S2129	813	-0.564809897611202
P18846_S198	814	1.80767621022241
P18858_S141	815	-0.192107808304037
P18858_S51	816	1.13946442829073
P19174_S1221	817	-0.424343324157901
P19174_S1263	818	-1.14358093571984
P20020_S1178	819	-0.337252295378166
P20042_T31	820	-0.0361326137703415
P20290_S161	821	0.847483381305699
P20290_S30	822	-1.40750424523634
P20810_S243	823	-0.460057626436519
P21333_S1084	824	-0.17693688232356
P21333_S1459	825	0.083822549317638
P21333_S1630	826	1.20139240507383
P21333_S2128	827	1.15949367991193
P21333_S2152	828	-0.153813491488951
P21333_S2180	829	2.65517763131072
P21333_S2414	830	-0.937394804223741
P21333_S2526	831	2.80317161436705
P21333_S860	832	0.180644628963456
P21359_S2515	833	0.621294618633058
P21675_T1680	834	0.862776710259924
P22059_S193	835	-0.122003470178903
P22059_S351	836	0.248458921069739
P22059_S379	837	-0.732989959235663
P22059_T377	838	-0.0291192027630149
P22087_S124	839	-1.74386337324069
P22392_S44	840	-0.0604880430506025
P22626_S259	841	-1.89131576643918
P22681_S483	842	-0.619740088372989
P23193_S100	843	-0.465098622732251
P23246_S33	844	-1.49515509874232
P23246_T226	845	0.444217868221777
P23396_T221	846	-0.955491373212078
P23528_S156	847	0.500616848413449
P23528_S3	848	0.20125219466251
P23771_S110	849	2.87099053598493
P24844_S20	850	0.550293603801887
P24844_T19	851	0.892280998970227
P25054_S1774	852	0.352190654907674
P25490_S247	853	-0.011474892577267
P25490_T348	854	1.0466303846004
P26232_S654	855	-0.66277715116976
P26368_S55	856	0.877058544511058
P26368_S79	857	-0.632260629177853
P26641_T46	858	-1.32571217073639
P27816_S1073	859	0.00996685137191555
P27816_S280	860	-0.489591172349497
P27816_S358	861	-1.29026004454995
P27816_S696	862	-0.853662939540065
P27816_S825	863	-1.27246321548557
P27816_S99	864	-0.470021567983007
P27816_T521	865	0.56192003533123
P27816_T571	866	0.166526518869968
P27824_S554	867	0.207880244904258
P27824_S583	868	0.13880465586332
P28066_S56	869	-0.866929146826178
P28749_S1041	870	-0.590455556734125
P28749_S640	871	-0.699744322208464
P28749_S988	872	-2.75745257752113
P28749_T369	873	-0.444022884332675
P29401_S104	874	2.0481877189393
P29401_T287	875	0.226858543009897
P29590_S403	876	1.87020360228563
P29590_S518	877	1.75633938997631
P29590_S527	878	3.50463184407902
P29590_S530	879	-2.84475171091808
P29803_S291	880	3.86412075359496
P29803_S293	881	2.69564519878656
P29966_S159	882	-3.18702571802697
P30050_S38	883	-0.701058382860191
P30307_S216	884	-0.166706546354919
P30622_S147	885	-1.39818836741936
P30622_S204	886	-1.8883292913563
P30622_S348	887	-0.576503386075778
P30622_T286	888	-1.09576204000664
P31321_S73	889	-0.813518311810252
P31321_S83	890	0.928524512145653
P31350_S20	891	0.537234229921133
P31350_T33	892	0.00685726779878948
P31943_S104	893	-0.801208078876358
P31943_S310	894	1.08386743132425
P31948_S16	895	-0.945628387382865
P32119_S112	896	0.0215902493734053
P32246_T346	897	-0.245195765560139
P32519_S187	898	0.434518959624218
P33176_S933	899	-0.620299938791167
P33316_T249	900	0.65188016648198
P34932_S76	901	2.86752466195077
P35251_S156	902	0.421630139398868
P35269_S433	903	-1.09889952609921
P35269_T389	904	-0.724593577480981
P35606_S859	905	-0.685271572226191
P35611_S12	906	0.0579446048332715
P35611_S358	907	-0.47537050528191
P35611_S726	908	-0.147479848364251
P35612_S713	909	-0.243279495899005
P35658_S940	910	-0.339349241783504
P36578_S295	911	-1.13611106866143
P38159_S208	912	0.202801815019995
P38159_S58	913	0.34395230339533
P38159_S91	914	0.514359162914117
P38398_S1191	915	-0.530405780637768
P38432_T303	916	-0.769917313295023
P39880_S1237	917	-1.62100429171787
P40763_S727	918	-1.11177953815312
P41208_S20	919	1.06708315242282
P41236_S87	920	0.0601095171595779
P42224_S727	921	1.12532146986688
P42677_S11	922	0.119256691940562
P42677_S27	923	0.294739740375192
P42858_S417	924	-1.06465433089563
P42858_S432	925	-0.152573915635038
P45880_S115	926	-0.0748420555444037
P45973_S132	927	0.851867161345314
P46013_S1207	928	1.36872143443125
P46013_S1329	929	-0.00670273254290785
P46013_S1861	930	-2.30321734328716
P46013_S1937	931	1.01233387696888
P46013_S2828	932	-0.930151028429161
P46013_S538	933	-0.400178289626947
P46013_S584	934	-1.03144019780065
P46013_S713	935	0.392944779249105
P46013_T1193	936	0.707579600748133
P46013_T1233	937	-0.163096852968053
P46013_T1335	938	-0.395795594744767
P46013_T1476	939	-0.210761159530074
P46013_T1557	940	-0.631077031905928
P46013_T1801	941	-0.45828658907434
P46013_T1923	942	0.863737696052915
P46013_T401	943	0.278156005272018
P46019_S1015	944	0.766318118139605
P46087_S732	945	-1.56995776361254
P46087_S786	946	-0.562016502889985
P46109_S195	947	0.0846967363982198
P46734_S218	948	-0.0429013835031817
P46776_S68	949	-1.53534533818464
P46778_S104	950	-0.544192616594055
P46934_S747	951	0.0971953106056085
