Source	Target	Target_Uniprot	f	Type	Source_idx	Target_idx
Q9NRM7	O43166_S288	O43166	1.34686618778383	KS	26	479
Q9P1W9	O43314_S1006	O43314	2.33003959436136	KS	206	484
O43781	O43426_S1049	O43426	-2.0956649511179	KS	56	487
Q16539	O43502_S20	O43502	2.04027925615199	KS	74	489
Q13535	O43719_S481	O43719	-1.21630987390334	KS	149	491
Q9NSY1	O60271_S183	O60271	1.00139813100306	KS	49	498
Q07002	O60307_S1215	O60307	2.35267558756179	KS	213	502
Q8TD08	O60504_S530	O60504	1.18176675316086	KS	175	506
Q9UIK4	O60749_S185	O60749	3.03206794084649	KS	240	514
O14976	O60749_S277	O60749	1.08042064202834	KS	196	515
Q16539	O75151_S655	O75151	-1.05672096690458	KS	74	531
Q00526	O75152_T321	O75152	-1.42668206632125	KS	125	533
Q00536	O75179_S1940	O75179	-2.65211408469033	KS	214	536
Q15835	O75190_S277	O75190	-3.57824704356591	KS	16	537
P45983	O75369_S1988	O75369	1.11723516978991	KS	68	539
Q9UBE8	O75369_S2478	O75369	-1.03790588350802	KS	76	543
Q8N568	O75717_S374	O75717	-2.65661160467745	KS	248	563
Q9NQU5	O75815_S290	O75815	5.1093072179995	KS	44	565
Q00537	O76094_S625	O76094	1.58138920918718	KS	176	570
Q9BXM7	O94876_S414	O94876	1.91262380884662	KS	51	577
Q8TD08	O94885_S721	O94885	-2.15210157158964	KS	175	578
O43293	O94885_S90	O94885	-4.27121754540922	KS	241	579
P36507	O95071_S2026	O95071	-2.05925365818606	KS	37	585
Q9BYP7	O95239_S801	O95239	-2.57537235697009	KS	2	590
Q9UBE8	P02545_S22	P02545	-1.7765620509875	KS	76	611
P04049	P02545_S301	P02545	-2.68033866463383	KS	102	613
O95835	P04406_S83	P04406	1.10268686009008	KS	24	624
Q8IY84	P04920_S243	P04920	1.75166441483107	KS	267	630
O43683	P05204_S29	P05204	2.08100884890187	KS	117	633
P45983	P05412_S63	P05412	-1.01044206021341	KS	68	635
Q15759	P07199_S156	P07199	1.05335114313159	KS	71	641
Q9BXM7	P09234_S17	P09234	1.09112894290728	KS	51	647
Q9UIK4	P11586_S490	P11586	1.07074823736332	KS	240	663
Q8TD08	P13646_S427	P13646	-1.28582384450696	KS	175	673
Q8TAS1	P14618_S37	P14618	-1.16998439706093	KS	156	675
P51956	P14618_S77	P14618	-1.69145579937541	KS	238	676
Q00534	P14859_T270	P14859	1.18311279206298	KS	121	678
P48730	P15408_S200	P15408	-1.79727078929726	KS	201	682
Q86Y07	P15822_S571	P15822	-2.0663362582982	KS	47	685
Q16539	P15923_S139	P15923	1.32072530655504	KS	74	688
P45983	P17535_S90	P17535	-1.230440885372	KS	68	698
O15264	P18846_S198	P18846	1.80767621022241	KS	75	703
Q13535	P19174_S1263	P19174	-1.14358093571984	KS	149	706
Q96Q15	P20290_S30	P20290	-1.40750424523634	KS	104	711
Q14004	P21333_S1630	P21333	1.20139240507383	KS	46	715
P49336	P21333_S2128	P21333	1.15949367991193	KS	77	716
P28482	P21333_S2180	P21333	2.65517763131072	KS	70	718
Q8TAS1	P23246_S33	P23246	-1.49515509874232	KS	156	734
P24941	P27816_S358	P27816	-1.29026004454995	KS	128	751
Q8TF76	P27816_S825	P27816	-1.27246321548557	KS	38	753
P24941	P28749_S988	P28749	-2.75745257752113	KS	128	763
O75582	P29401_S104	P29401	2.0481877189393	KS	262	765
P49761	P29590_S403	P29590	1.87020360228563	KS	217	767
Q16539	P29590_S530	P29590	-2.84475171091808	KS	74	770
O14874	P29803_S291	P29803	3.86412075359496	KS	174	771
O00311	P29803_S293	P29803	2.69564519878656	KS	28	772
P15735	P29966_S159	P29966	-3.18702571802697	KS	284	773
P11802	P30291_S139	P30291	-1.25960076150088	KS	122	775
P49674	P30622_S204	P30622	-1.8883292913563	KS	157	779
Q9BX84	P30622_T286	P30622	-1.09576204000664	KS	110	781
O00311	P34932_S76	P34932	2.86752466195077	KS	28	794
Q00536	P35658_S678	P35658	-1.56102984482367	KS	214	804
Q9UQ07	P36578_S295	P36578	-1.13611106866143	KS	62	806
Q96S44	P39880_S1237	P39880	-1.62100429171787	KS	172	812
Q9HAZ1	P41208_S20	P41208	1.06708315242282	KS	61	814
Q15759	P42224_S727	P42224	1.12532146986688	KS	71	816
O75385	P45985_S257	P45985	-1.6354021075556	KS	143	824
Q8TAS1	P46013_S1131	P46013	-3.35282212154621	KS	156	825
Q00536	P46013_S1861	P46013	-2.30321734328716	KS	214	827
Q9Y463	P46013_S2344	P46013	-2.16968102258696	KS	52	829
Q8TAS1	P46013_S2588	P46013	1.61258704613209	KS	156	830
P24941	P46087_S732	P46087	-1.56995776361254	KS	128	844
O14757	P46776_S68	P46776	-1.53534533818464	KS	87	848
Q9NRM7	P46937_S109	P46937	-2.4533118332166	KS	26	852
Q00526	P49006_S22	P49006	-1.63070958702387	KS	125	865
Q13535	P49736_S108	P49736	1.81415003830378	KS	149	876
P28482	P49790_S614	P49790	-1.01974260632176	KS	70	884
P49137	P49815_S1798	P49815	1.09630141266986	KS	80	890
Q8TD08	P50548_S327	P50548	2.47120949046292	KS	175	896
Q13523	P50851_S1767	P50851	1.28171447747707	KS	39	900
Q13523	P51003_S24	P51003	-1.90591486028764	KS	39	902
P34947	P51116_S453	P51116	-1.49397545895112	KS	86	903
Q14004	P52732_T926	P52732	-1.26138862982173	KS	46	915
Q96PF2	P55011_S77	P55011	1.5805485123376	KS	95	921
Q9BXM7	P55327_S171	P55327	-1.06519554079157	KS	51	931
P45983	P60866_T9	P60866	-1.70748721376593	KS	68	942
P06493	P62899_S98	P62899	-1.94724773520045	KS	127	948
Q8TD08	P85037_S257	P85037	-1.6180353968785	KS	175	963
Q9HAZ1	P85037_S445	P85037	-1.15892069554602	KS	61	966
Q9UEE5	Q00059_S193	Q00059	-2.2680265518082	KS	251	969
Q8TAS1	Q00653_S222	Q00653	-1.791709072907	KS	156	973
P53779	Q04726_T328	Q04726	-2.5750142817808	KS	67	997
P68400	Q06265_S392	Q06265	1.07638068702234	KS	141	1001
Q86UE8	Q08J23_T453	Q08J23	-1.57806485431423	KS	150	1013
O00311	Q09666_S135	Q09666	-1.86096810456615	KS	28	1015
O14874	Q09666_S5782	Q09666	1.00973539256946	KS	174	1022
Q13523	Q09666_S93	Q09666	-1.07243555123014	KS	39	1024
Q96Q15	Q0JRZ9_S387	Q0JRZ9	1.27199143634892	KS	104	1027
P24941	Q10570_S756	Q10570	-1.4249471258624	KS	128	1028
O00311	Q12756_S1368	Q12756	-1.01909414684926	KS	28	1030
O95835	Q12756_S1370	Q12756	-1.22772963801275	KS	24	1031
P49137	Q12857_S280	Q12857	-2.47768356501864	KS	80	1035
Q9BXM7	Q12888_S1678	Q12888	-1.24441865185766	KS	51	1046
P49336	Q12888_S380	Q12888	1.66380453146681	KS	77	1047
Q13315	Q12888_S831	Q12888	-1.16654797594618	KS	139	1048
O15264	Q12906_T592	Q12906	1.77182705598055	KS	75	1050
O14965	Q12923_S345	Q12923	1.89348362172554	KS	92	1051
O15530	Q12955_S1459	Q12955	-1.69792951349451	KS	235	1052
O15264	Q13045_S856	Q13045	-3.2196308535903	KS	75	1057
P28482	Q13129_S632	Q13129	-1.48688704833188	KS	70	1064
Q13315	Q13263_S501	Q13263	1.40585903291099	KS	139	1070
Q9BXM7	Q13415_S273	Q13415	-1.7114753191225	KS	51	1081
Q8TAS1	Q13428_S1228	Q13428	-4.72600869548738	KS	156	1085
P04049	Q13442_S176	Q13442	-1.53689899266589	KS	102	1092
Q13523	Q13469_S236	Q13469	1.14978771940644	KS	39	1093
P06493	Q13480_S454	Q13480	-1.41484889474024	KS	127	1096
O14976	Q13501_S332	Q13501	-1.87046012635213	KS	196	1100
Q9BXM7	Q13541_S65	Q13541	-2.01044488112235	KS	51	1102
P36507	Q13541_T45	Q13541	2.24574805553999	KS	37	1106
P15056	Q14152_S584	Q14152	-2.24265754327744	KS	89	1120
P45983	Q14153_S179	Q14153	1.21537751001315	KS	68	1122
P28482	Q14157_S416	Q14157	-1.59255808142508	KS	70	1125
P24941	Q14157_S609	Q14157	-1.36592659398837	KS	128	1127
O95835	Q14204_S4368	Q14204	-2.37820260794289	KS	24	1130
Q9BXM7	Q14244_S209	Q14244	-1.53519579736281	KS	51	1132
Q9UHD2	Q14244_T205	Q14244	-1.81448894265891	KS	0	1133
P53779	Q14247_S418	Q14247	-2.17267376313715	KS	67	1135
Q8TD08	Q14671_S209	Q14671	-1.32097993217919	KS	175	1143
Q5TCY1	Q14C86_S566	Q14C86	-2.24008019944751	KS	6	1157
P51956	Q15124_S122	Q15124	6.04495268733866	KS	238	1169
Q00526	Q15149_S1435	Q15149	-2.23909629327003	KS	125	1170
P23443	Q15149_S4386	Q15149	-2.16552920437943	KS	193	1172
Q13523	Q15149_S4613	Q15149	-1.19228562355602	KS	39	1173
O15530	Q15149_S4642	Q15149	1.81366839189839	KS	235	1174
P48730	Q15366_S272	Q15366	-1.08282381202869	KS	201	1185
Q15131	Q15742_S159	Q15742	1.25599364406521	KS	123	1211
O43683	Q15742_S171	Q15742	1.02705699657503	KS	117	1213
Q9BYP7	Q15942_S169	Q15942	-1.01888913217863	KS	2	1220
Q13523	Q15942_S308	Q15942	-1.04401790989015	KS	39	1222
P45984	Q15942_S344	Q15942	-1.51889232447355	KS	69	1223
O00311	Q2NKX8_S1028	Q2NKX8	-1.35221785823673	KS	28	1237
O14757	Q2TAL5_S344	Q2TAL5	-2.66005491567998	KS	87	1238
Q13523	Q4KMP7_S678	Q4KMP7	-3.11872540155967	KS	39	1249
Q9UBE8	Q53EP0_S208	Q53EP0	-1.62967891621099	KS	76	1253
Q00536	Q53H80_S21	Q53H80	-1.51002256400899	KS	214	1259
Q86Y07	Q53LP3_S513	Q53LP3	-1.03769771718335	KS	47	1263
P24941	Q567U6_S305	Q567U6	-1.02911841253632	KS	128	1264
Q96PF2	Q5FWE3_S798	Q5FWE3	1.55623519525022	KS	95	1266
P68400	Q5H9R7_S525	Q5H9R7	-1.02815037750272	KS	141	1269
Q9UBE8	Q5JR12_S76	Q5JR12	1.53530188293959	KS	76	1271
Q00535	Q5SYE7_S1191	Q5SYE7	-3.00417795301033	KS	45	1284
P19525	Q5T0N5_T496	Q5T0N5	-2.38570598176146	KS	237	1288
Q9P289	Q5T0W9_S466	Q5T0W9	-1.22333548426208	KS	154	1290
O14874	Q5T1M5_S346	Q5T1M5	-1.41565325171772	KS	174	1294
Q8TD08	Q5T4S7_S2719	Q5T4S7	-1.22354605677719	KS	175	1296
Q92630	Q5T4S7_T2724	Q5T4S7	-1.07711961998871	KS	54	1298
Q9H422	Q5T5P2_S361	Q5T5P2	1.96170360558427	KS	55	1300
P24941	Q5UIP0_S2161	Q5UIP0	-1.50040754753244	KS	128	1310
Q15131	Q5UIP0_S782	Q5UIP0	-1.80515589510198	KS	123	1313
O43781	Q5VUA4_S79	Q5VUA4	-1.14887526540527	KS	56	1328
Q9BXM7	Q5VUA4_T161	Q5VUA4	-1.1227872192262	KS	51	1329
P24941	Q5VVJ2_S110	Q5VVJ2	1.21246885705886	KS	128	1330
Q14004	Q5VWG9_S297	Q5VWG9	1.97576019163043	KS	46	1332
P45983	Q5VWG9_S755	Q5VWG9	1.56042653705877	KS	68	1333
P49841	Q68D10_S470	Q68D10	-1.52554797097634	KS	40	1343
P49841	Q68E01_S502	Q68E01	2.67933901230482	KS	40	1344
Q96S44	Q68EM7_S625	Q68EM7	2.24254349046685	KS	172	1347
Q52WX2	Q69YU3_S291	Q69YU3	1.85611491284187	KS	66	1349
Q8TF76	Q6FI81_S183	Q6FI81	-2.33786507262217	KS	38	1352
Q8IW41	Q6GQQ9_S100	Q6GQQ9	1.03049366972779	KS	83	1353
P36507	Q6IAA8_S98	Q6IAA8	-1.97307086654823	KS	37	1358
Q8TDC3	Q6NUK4_S152	Q6NUK4	-1.47406236278139	KS	64	1365
Q8TAS1	Q6NZY4_T479	Q6NZY4	1.21788216322242	KS	156	1367
Q9BXM7	Q6PGN9_S122	Q6PGN9	-1.90497512009408	KS	51	1383
P24941	Q6PID6_S197	Q6PID6	1.15754826134894	KS	128	1385
P68400	Q6PJT7_S533	Q6PJT7	-2.07773044524414	KS	141	1390
P51817	Q6PKG0_S165	Q6PKG0	1.35882243654451	KS	257	1392
Q8NG66	Q6PKG0_S766	Q6PKG0	-1.91656632555235	KS	5	1394
Q9P1W9	Q6PKG0_S824	Q6PKG0	-2.07267144330981	KS	206	1395
O00311	Q6R327_T1135	Q6R327	-2.12813606658336	KS	28	1401
Q96L34	Q6UUV7_S62	Q6UUV7	-2.92122205712849	KS	129	1406
Q52WX2	Q6UUV9_S151	Q6UUV9	2.06619645942497	KS	66	1407
P57058	Q6UUV9_T149	Q6UUV9	1.59478706489344	KS	219	1409
P06493	Q6VMQ6_S673	Q6VMQ6	-1.1124169278672	KS	127	1410
P45984	Q6WCQ1_S292	Q6WCQ1	1.29170429384455	KS	69	1412
Q9UPZ9	Q6Y7W6_S236	Q6Y7W6	-1.7807907045915	KS	218	1418
Q9UPZ9	Q6Y7W6_T382	Q6Y7W6	-1.04251955555276	KS	218	1421
Q92630	Q6ZRV2_S914	Q6ZRV2	-1.19092582047223	KS	54	1428
P28482	Q70E73_S1154	Q70E73	-1.33212213487311	KS	70	1430
Q96PF2	Q7Z460_S600	Q7Z460	-4.18557940531369	KS	95	1461
P49674	Q7Z4H7_S805	Q7Z4H7	-3.00522828308135	KS	157	1462
Q16539	Q7Z5J4_T1068	Q7Z5J4	-1.15563574437535	KS	74	1465
Q8N752	Q86SQ0_S415	Q86SQ0	1.06309926681023	KS	282	1473
Q9NR20	Q86U44_S50	Q86U44	1.77628621364819	KS	53	1478
Q9BXA6	Q86VI3_T1426	Q86VI3	-1.0479189646947	KS	96	1488
Q8TDC3	Q86VQ1_S172	Q86VQ1	-2.01114858758777	KS	64	1489
Q8IW41	Q86WB0_S354	Q86WB0	2.20312118580431	KS	83	1497
O00311	Q86X95_S202	Q86X95	-3.40492762939886	KS	28	1508
Q9UBE8	Q86XL3_S268	Q86XL3	-2.2055100877089	KS	76	1509
Q8TAS1	Q86XN7_S613	Q86XN7	-2.99265829959799	KS	156	1511
P68400	Q86XP3_S109	Q86XP3	1.30084385007774	KS	141	1513
Q9P289	Q86YD1_S36	Q86YD1	-4.17425571796722	KS	154	1516
P53350	Q8IVH2_S292	Q8IVH2	-1.80339702502716	KS	36	1523
Q07002	Q8IWZ3_T2323	Q8IWZ3	1.2175768146013	KS	213	1535
Q00536	Q8IX90_S155	Q8IX90	-1.19263945254594	KS	214	1538
Q14004	Q8N1G0_S1057	Q8N1G0	-2.26187354018555	KS	46	1556
P23443	Q8N271_S815	Q8N271	-1.76371637253044	KS	193	1558
Q9HAZ1	Q8N2M8_S294	Q8N2M8	-1.26704023020022	KS	61	1560
Q00536	Q8N3F8_S471	Q8N3F8	-1.56788457390589	KS	214	1565
Q00526	Q8N565_S213	Q8N565	-1.49840083199992	KS	125	1571
Q9HAZ1	Q8N6T3_S343	Q8N6T3	-1.52215377757529	KS	61	1577
P50613	Q8N6T3_T135	Q8N6T3	1.41905736841955	KS	155	1580
P68400	Q8NBN3_S540	Q8NBN3	-1.15740269762632	KS	141	1585
Q9UEE5	Q8NC51_S203	Q8NC51	-2.67331492065753	KS	251	1586
P45984	Q8NCD3_S642	Q8NCD3	-1.65113171958821	KS	69	1594
Q9NR20	Q8NCE2_S530	Q8NCE2	-3.16001934536387	KS	53	1595
P53779	Q8NCE2_S624	Q8NCE2	1.0269772076555	KS	67	1596
Q00526	Q8NCF5_S173	Q8NCF5	-1.35682023873417	KS	125	1597
P68400	Q8NCF5_S54	Q8NCF5	1.18635634008559	KS	141	1600
P42345	Q8NDX1_S143	Q8NDX1	1.07947098833393	KS	119	1619
Q8TD08	Q8NFA0_S1372	Q8NFA0	1.39784399546754	KS	175	1627
P42345	Q8NFA0_S1376	Q8NFA0	1.05622726184178	KS	119	1628
Q9UIK4	Q8NFC6_S635	Q8NFC6	2.82808216176591	KS	240	1629
P45984	Q8NFH5_T273	Q8NFH5	2.68918030036142	KS	69	1633
P49761	Q8NFH5_T308	Q8NFH5	3.73551440690299	KS	217	1634
P53355	Q8NHH9_S24	Q8NHH9	-1.66841127620424	KS	260	1636
P49336	Q8TAQ2_T548	Q8TAQ2	-1.32405476547064	KS	77	1642
P24941	Q8TB45_S244	Q8TB45	4.54495457170211	KS	128	1643
P24941	Q8TB45_S265	Q8TB45	1.92988802525488	KS	128	1644
P49841	Q8TB72_S82	Q8TB72	-1.08310049671565	KS	40	1647
Q8TD08	Q8TBC5_S10	Q8TBC5	-1.07026766032718	KS	175	1649
Q9NQU5	Q8TBC5_S14	Q8TBC5	1.66367515707868	KS	44	1650
Q00526	Q8TBN0_S179	Q8TBN0	-1.68731781821712	KS	125	1651
P23443	Q8TCD5_S182	Q8TCD5	-1.05399325913034	KS	193	1653
P49761	Q8TDB6_S539	Q8TDB6	3.00854129563848	KS	217	1656
Q52WX2	Q8TEM1_S1874	Q8TEM1	1.0149290057498	KS	66	1663
P04049	Q8TEW0_S221	Q8TEW0	1.76608552636034	KS	102	1665
P45983	Q8TEW0_S692	Q8TEW0	-1.68479104962329	KS	68	1666
Q8TAS1	Q8TF01_S311	Q8TF01	-1.69005827882115	KS	156	1674
P49137	Q8TF40_S220	Q8TF40	1.57451645267104	KS	80	1675
Q9NRH2	Q8TF40_S232	Q8TF40	3.58927661157555	KS	10	1676
Q86UE8	Q8WUZ0_S97	Q8WUZ0	1.51067926046256	KS	150	1691
Q8N752	Q8WWQ0_S674	Q8WWQ0	-1.62513115137902	KS	282	1694
P49336	Q8WXE0_S396	Q8WXE0	-2.12927689929452	KS	77	1696
Q16816	Q8WXE0_S858	Q8WXE0	-1.64100355764572	KS	236	1698
P48730	Q8WXE1_S239	Q8WXE1	2.92804898345884	KS	201	1700
O14874	Q8WXG6_T1237	Q8WXG6	1.23325113800737	KS	174	1706
Q8IY84	Q8WXH0_S4108	Q8WXH0	-1.23590401431596	KS	267	1707
Q92630	Q8WXI9_S334	Q8WXI9	1.43907533215538	KS	54	1712
Q14004	Q8WYP5_S1218	Q8WYP5	-1.30830690964788	KS	46	1717
Q13523	Q8WYQ5_S377	Q8WYQ5	-1.26437946367623	KS	39	1719
P50750	Q92540_S781	Q92540	-1.33809986696967	KS	42	1725
O14757	Q92609_S522	Q92609	1.8144483024298	KS	87	1730
P49841	Q92609_S539	Q92609	-1.12068187279778	KS	40	1731
P42345	Q92609_S554	Q92609	-1.11600881236792	KS	119	1732
P24941	Q92738_S680	Q92738	-1.89550185742676	KS	128	1743
Q00536	Q93062_T113	Q93062	1.67520425335819	KS	214	1752
P53779	Q96BK5_T164	Q96BK5	1.11253699411935	KS	67	1757
Q16644	Q96D71_S535	Q96D71	-1.03923577288221	KS	81	1767
Q8IW41	Q96DV4_S129	Q96DV4	-2.45900297685617	KS	83	1770
P34947	Q96EV2_S41	Q96EV2	1.52973411624421	KS	86	1773
Q9HAZ1	Q96JH7_S998	Q96JH7	-1.23780550138727	KS	61	1780
Q9NR20	Q96JM3_S286	Q96JM3	-1.03526528248742	KS	53	1783
P45984	Q96JY6_S161	Q96JY6	3.35556292440685	KS	69	1791
O43293	Q96KM6_S686	Q96KM6	-1.22894585232941	KS	241	1793
Q00537	Q96N67_S864	Q96N67	-2.10398514601465	KS	176	1804
Q96Q15	Q96Q42_S489	Q96Q42	-1.01335811664423	KS	104	1813
O76039	Q96ST8_S50	Q96ST8	1.58888117277191	KS	118	1829
P24941	Q99459_T377	Q99459	1.6390165990619	KS	128	1840
Q13535	Q99575_S367	Q99575	6.21158879608377	KS	149	1848
Q9UPE1	Q99959_S155	Q99959	1.06167301727351	KS	124	1856
P48730	Q9BQ70_S602	Q9BQ70	-1.42058657068716	KS	201	1862
Q00535	Q9BQE9_S122	Q9BQE9	-2.28657030523802	KS	45	1864
P45984	Q9BQG0_S11	Q9BQG0	-1.38395751123122	KS	69	1865
Q13523	Q9BQG0_S1163	Q9BQG0	-4.80542689202006	KS	39	1866
P45984	Q9BQG0_S1267	Q9BQG0	-2.17521653507262	KS	69	1867
P50750	Q9BSQ5_T239	Q9BSQ5	-1.55919468947172	KS	42	1873
Q9NRM7	Q9BTU6_S462	Q9BTU6	-2.42123093669748	KS	26	1878
P50613	Q9BUL9_S162	Q9BUL9	-2.56475614379972	KS	155	1881
Q8TAS1	Q9BWG4_S342	Q9BWG4	-1.46060520623398	KS	156	1888
O14965	Q9BX95_S112	Q9BX95	-1.87355953069103	KS	92	1891
Q9BX84	Q9BXB5_S223	Q9BXB5	2.07710010756672	KS	110	1892
P24941	Q9BZD4_S247	Q9BZD4	-2.03117612095887	KS	128	1899
Q9NRM7	Q9H1A4_S343	Q9H1A4	1.23099706886324	KS	26	1917
P11802	Q9H1A4_S377	Q9H1A4	-1.64928394022094	KS	122	1919
Q9BXM7	Q9H1B7_S215	Q9H1B7	2.60385319539614	KS	51	1921
Q9Y463	Q9H1B7_S659	Q9H1B7	-2.79001716596889	KS	52	1923
Q9BZL6	Q9H3N1_S270	Q9H3N1	1.09532459156507	KS	85	1934
Q13523	Q9H3U1_T8	Q9H3U1	-1.4600976835951	KS	39	1936
Q96Q15	Q9H4B6_S94	Q9H4B6	1.15349701935383	KS	104	1939
Q16539	Q9H4Z3_S144	Q9H4Z3	1.21477445145914	KS	74	1940
O96017	Q9H788_S315	Q9H788	-1.40683634783642	KS	91	1952
Q15759	Q9H7N4_S548	Q9H7N4	-3.43155729029973	KS	71	1956
Q86UE8	Q9H8S9_T35	Q9H8S9	-1.96926226325855	KS	150	1958
Q9BXM7	Q9H8Y8_S451	Q9H8Y8	-1.25402304191376	KS	51	1960
P24941	Q9HAW4_S1289	Q9HAW4	-1.10718365086426	KS	128	1966
P50750	Q9HB58_S380	Q9HB58	1.84683313703164	KS	42	1968
Q00536	Q9HCD6_T434	Q9HCD6	-1.08114025743382	KS	214	1973
Q9UPE1	Q9HCM7_S1034	Q9HCM7	-2.26112307436416	KS	124	1985
Q00537	Q9NP66_S105	Q9NP66	-1.79446355693827	KS	176	1989
Q9BXM7	Q9NQC3_S7	Q9NQC3	-1.32038162898457	KS	51	1993
P49761	Q9NQW6_S182	Q9NQW6	-1.05540799955859	KS	217	2001
P50750	Q9NQW6_S927	Q9NQW6	-1.04211494223602	KS	42	2003
P35626	Q9NR30_S121	Q9NR30	-1.52671225487053	KS	200	2008
O95747	Q9NVF7_S344	Q9NVF7	-1.33636317349945	KS	190	2022
O94806	Q9NXV2_S29	Q9NXV2	1.43260595952724	KS	114	2029
O14965	Q9NYF3_S232	Q9NYF3	1.33600184893185	KS	92	2034
Q9NYL2	Q9NYF8_S578	Q9NYF8	1.34371263475728	KS	301	2044
P49761	Q9NZ63_S261	Q9NZ63	2.5627227205023	KS	217	2046
Q92630	Q9P1Y5_S1074	Q9P1Y5	-1.1172348569546	KS	54	2056
Q13523	Q9P1Y5_S368	Q9P1Y5	-1.68320328400869	KS	39	2058
Q8IW41	Q9P1Y5_S431	Q9P1Y5	1.696022571128	KS	83	2059
Q15759	Q9UBC2_S229	Q9UBC2	-1.42517128348039	KS	71	2069
Q9BXM7	Q9UEU0_T103	Q9UEU0	-1.19042204851043	KS	51	2075
Q9H422	Q9UFC0_S251	Q9UFC0	2.31446838525609	KS	55	2078
P23443	Q9UGV2_S331	Q9UGV2	-1.64022364473127	KS	193	2081
Q14164	Q9UHB6_S230	Q9UHB6	-1.78270760799944	KS	1	2084
O15264	Q9UHB7_S1055	Q9UHB7	2.02211748224329	KS	75	2088
P24941	Q9UHF7_S90	Q9UHF7	-2.55100617776013	KS	128	2098
P42345	Q9UHR4_T257	Q9UHR4	-2.1470692863737	KS	119	2102
O15264	Q9UJU6_S275	Q9UJU6	2.32563250798525	KS	75	2111
Q8TAS1	Q9UJY1_T87	Q9UJY1	2.39564140278839	KS	156	2116
Q9BX84	Q9UK58_S338	Q9UK58	-1.8453724489357	KS	110	2118
Q8TAS1	Q9UK58_T325	Q9UK58	1.54459673830336	KS	156	2120
O15264	Q9UKA4_T1100	Q9UKA4	-1.04342910562356	KS	75	2124
Q14004	Q9UKV3_S1004	Q9UKV3	-1.53640652894144	KS	46	2129
O00311	Q9ULD2_T1204	Q9ULD2	2.29641618985456	KS	28	2132
Q9UQ07	Q9ULH0_S1555	Q9ULH0	-1.76918426163133	KS	62	2134
Q92630	Q9UMS6_S902	Q9UMS6	-2.36374446089919	KS	54	2142
Q9NRM7	Q9UMZ2_S1075	Q9UMZ2	-1.36707997436685	KS	26	2144
Q96Q15	Q9UN36_S350	Q9UN36	-1.28276058645687	KS	104	2146
P49761	Q9UPQ0_S718	Q9UPQ0	1.0327538753475	KS	217	2159
P68400	Q9UQC2_T287	Q9UQC2	-1.08688877331238	KS	141	2170
Q00536	Q9Y217_S561	Q9Y217	-1.24121584196937	KS	214	2174
Q9UPE1	Q9Y2K6_S373	Q9Y2K6	-1.1513530517914	KS	124	2184
O00311	Q9Y2W1_S624	Q9Y2W1	1.25217661874782	KS	28	2197
P49841	Q9Y4E6_S935	Q9Y4E6	-1.65568642775988	KS	40	2218
P50750	Q9Y4J8_S564	Q9Y4J8	-3.54537495239621	KS	42	2221
O43683	Q9Y570_S15	Q9Y570	2.09172945356355	KS	117	2224
Q9UBE8	Q9Y6A5_S71	Q9Y6A5	-1.05003579317905	KS	76	2230
P49761	Q9Y6I3_T470	Q9Y6I3	2.84501679639335	KS	217	2234
P25098	Q9NR30_S171	Q9NR30	-2.89250215050284	KS	199	2009
