uniprotID	protein	gene	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	down_regulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs	dominant_direction
O60285	NUAK1	NUAK1	18	7984	152	62127	129	50409	0.8809601353658887	-0.18285135816071874	0.7275406045585053	0.9999912556383899	0.13814276338178375	3.797644599061587e-6	0.9560302295997372	-0.06487185805778606	0.6688069407980852	0.7868807545475557	0.1746992284896933	0.10409107649200383	1.0459920293719915	0.06487185805778606	0.6688069407980852	0.7149675694935734	0.1746992284896933	0.145713657093201	downregulated set
O75116	ROCK2	ROCK2	11	7984	68	62127	53	50409	1.310392901311567	0.38999944671431663	0.2539606993064972	0.719159737288492	0.595233485722214	0.14317463490511864	1.0410304604575762	0.05801228238196648	0.4504019172854652	0.7868807545475557	0.3463997694339626	0.10409107649200383	1.310392901311567	0.38999944671431663	0.2539606993064972	0.6525079585912219	0.595233485722214	0.1854141868997615	upregulated set
O75385	ULK1	ULK1	35	7984	180	62127	145	50409	1.5239908063209713	0.6078541996060712	0.019579381203057182	0.19137266143633308	1.7082010379845838	0.7181201033165515	1.00723840139062	0.010405192577524288	0.49730621831310584	0.7868807545475557	0.3033761103189825	0.10409107649200383	1.5239908063209713	0.6078541996060712	0.019579381203057182	0.19137266143633308	1.7082010379845838	0.7181201033165515	upregulated set
O75460	IRE1	ERN1	29	7984	164	62127	142	50409	1.2894207025832194	0.3667230522991728	0.1289908677284245	0.5971238375071717	0.8894410357127247	0.22393559120109474	0.9371121853234698	-0.09370632606197547	0.7339462583147425	0.7869458612508194	0.13433573922811987	0.10405514434840599	1.2894207025832194	0.3667230522991728	0.1289908677284245	0.5971238375071717	0.8894410357127247	0.22393559120109474	upregulated set
O75582	MSK1	RPS6KA5	15	7984	122	62127	101	50409	0.9376778594435415	-0.09283572695160569	0.6325339484472392	0.9999912556383899	0.1989161607013162	3.797644599061587e-6	0.9800857680052952	-0.02902008886197719	0.5866311147802541	0.7868807545475557	0.23163490586450003	0.10409107649200383	1.0203188666184133	0.02902008886197719	0.5866311147802541	0.6787968239093003	0.23163490586450003	0.16826019841371936	downregulated set
O75676	MSK2	RPS6KA4	16	7984	102	62127	81	50409	1.2471519034356444	0.3186371965119869	0.24810167387089538	0.719159737288492	0.6053703056574926	0.14317463490511864	1.0217476055180235	0.031038862383459462	0.4731129493497275	0.7868807545475557	0.32503516492085643	0.10409107649200383	1.2471519034356444	0.3186371965119869	0.24810167387089538	0.6525079585912219	0.6053703056574926	0.1854141868997615	upregulated set
O75716	MPSK1	STK16	31	7984	233	62127	190	50409	1.0301423454900023	0.04284370337298208	0.4687240702062091	0.8821328774688284	0.3290827437502794	0.05446599127982407	0.9950156252425	-0.0072089136704039415	0.5404834126259485	0.7868807545475557	0.2672176299540764	0.10409107649200383	1.0301423454900023	0.04284370337298208	0.4687240702062091	0.6525079585912219	0.3290827437502794	0.1854141868997615	upregulated set
O75914	PAK3	PAK3	23	7984	128	62127	104	50409	1.3962980948560124	0.4816069745422585	0.09591050717033367	0.5283797031383837	1.018133812473409	0.27705387346534777	0.9986293465710189	-0.0019787913333389204	0.5313669409368522	0.7868807545475557	0.27460546877277836	0.10409107649200383	1.3962980948560124	0.4816069745422585	0.09591050717033367	0.5283797031383837	1.018133812473409	0.27705387346534777	upregulated set
O76039	CDKL5	CDKL5	18	7984	163	62127	133	50409	0.8545127434849773	-0.22682608768402754	0.7678441443996343	0.9999912556383899	0.11472692332299658	3.797644599061587e-6	0.9944054846727787	-0.008093841247972819	0.5431747689265383	0.7868807545475557	0.26506041172179634	0.10409107649200383	1.0056259900145887	0.008093841247972819	0.5431747689265383	0.6609717067660285	0.26506041172179634	0.1798171303152277	downregulated set
O94804	LOK	STK10	21	7984	129	62127	104	50409	1.274885284925689	0.35036743821005284	0.18576428184089597	0.6700783023546605	0.7310377870626407	0.17387444462221727	1.0064312774539497	0.009248663504847501	0.507827296869969	0.7868807545475557	0.2942839585206233	0.10409107649200383	1.274885284925689	0.35036743821005284	0.18576428184089597	0.6525079585912219	0.7310377870626407	0.1854141868997615	upregulated set
O94806	PRKD3	PRKD3	18	7984	131	62127	107	50409	1.0621411355072068	0.0869754817425383	0.4454395805386012	0.8764168370337413	0.3512111953716441	0.05728928770580219	0.9933790589377884	-0.009583760720466602	0.5471063848128134	0.7868807545475557	0.26192821691181467	0.10409107649200383	1.0621411355072068	0.0869754817425383	0.4454395805386012	0.6525079585912219	0.3512111953716441	0.1854141868997615	upregulated set
O94921	CDK14	CDK14	40	7984	349	62127	287	50409	0.8799963464043327	-0.18443056095026025	0.7971001392782558	0.9999912556383899	0.0984871149852618	3.797644599061587e-6	0.986666322001732	-0.019365828832956986	0.5828636219597264	0.7868807545475557	0.23443304928711645	0.10409107649200383	1.0135138675567814	0.019365828832956986	0.5828636219597264	0.6787968239093003	0.23443304928711645	0.16826019841371936	downregulated set
O95382	MEKK6	MAP3K6	24	7984	134	62127	111	50409	1.3651246285880125	0.44903266751010307	0.10628420696888996	0.5649844686240992	0.9735312635653514	0.24796349073553772	0.9795064999093119	-0.029873028779577402	0.5899713261489556	0.7868807545475557	0.2291690954729356	0.10409107649200383	1.3651246285880125	0.44903266751010307	0.10628420696888996	0.5649844686240992	0.9735312635653514	0.24796349073553772	upregulated set
O95747	OSR1	OXSR1	17	7984	161	62127	129	50409	0.8320532415392022	-0.26525224819525245	0.7952487308858953	0.9999912556383899	0.09949701529786073	3.797644599061587e-6	1.0126610787536643	0.018151408279518565	0.48198986637412267	0.7868807545475557	0.31696209251647034	0.10409107649200383	0.9874972199294487	-0.018151408279518565	0.48198986637412267	0.6525079585912219	0.31696209251647034	0.1854141868997615	downregulated set
O95819	HGK	MAP4K4	11	7984	118	62127	96	50409	0.7234548490470689	-0.46702511418912285	0.8804462980809492	0.9999912556383899	0.055297128235445095	3.797644599061587e-6	0.9973289924587507	-0.003858604812313429	0.5360822287230615	0.7868807545475557	0.27076858952051636	0.10409107649200383	1.002678160929288	0.003858604812313429	0.5360822287230615	0.658154441692208	0.27076858952051636	0.1816721834309795	downregulated set
O95835	LATS1	LATS1	39	7984	212	62127	179	50409	1.37561055677812	0.46007209262098875	0.04744659378924653	0.37832415574057104	1.3237949602995525	0.4221359284140575	0.9609540723172254	-0.057460614172992655	0.671411129067832	0.7868807545475557	0.17301146432022188	0.10409107649200383	1.37561055677812	0.46007209262098875	0.04744659378924653	0.37832415574057104	1.3237949602995525	0.4221359284140575	upregulated set
O96013	PAK4	PAK4	35	7984	180	62127	148	50409	1.4931000650783135	0.5783108557300859	0.024616596603309733	0.21310939345150995	1.608771991151827	0.6713974069997976	0.9868191936955967	-0.019142318466838004	0.5701682701780646	0.7868807545475557	0.24399695480979558	0.10409107649200383	1.4931000650783135	0.5783108557300859	0.024616596603309733	0.21310939345150995	1.608771991151827	0.6713974069997976	upregulated set
O96017	CHK2	CHEK2	18	7984	117	62127	100	50409	1.1364452676733683	0.1845282042106462	0.347106006835702	0.7790601486756866	0.4595378705895323	0.10842901058223345	0.9492933542612676	-0.07507411160454747	0.6742295940898052	0.7868807545475557	0.1711921888250951	0.10409107649200383	1.1364452676733683	0.1845282042106462	0.347106006835702	0.6525079585912219	0.4595378705895323	0.1854141868997615	upregulated set
P00540	MOS	MOS	33	7984	265	62127	221	50409	0.9427704369094148	-0.08502157515469598	0.650988593626088	0.9999912556383899	0.18642662090745615	3.797644599061587e-6	0.9729207386969572	-0.03960581767809853	0.6359526982949948	0.7868807545475557	0.19657518566201282	0.10409107649200383	1.0278329572245632	0.03960581767809853	0.6359526982949948	0.6974675124465798	0.19657518566201282	0.15647601671927294	downregulated set
P04049	RAF1	RAF1	28	7984	205	62127	155	50409	1.1405196993954836	0.1896913655231148	0.2909895241039791	0.7358026181186232	0.5361226457416847	0.13323867120392938	1.0731433042837413	0.10184274205423939	0.27166041357999243	0.7868807545475557	0.5659736424666504	0.10409107649200383	1.1405196993954836	0.1896913655231148	0.2909895241039791	0.6525079585912219	0.5361226457416847	0.1854141868997615	upregulated set
P05129	PKCG	PRKCG	15	7984	34	62127	30	50409	3.1567939535112406	1.6584600978543862	6.452186821209584e-4	0.031154740018216505	3.1902930662294824	1.506475868518514	0.9195723117256784	-0.12096506764970183	0.6784729618127123	0.7868807545475557	0.16846745496005194	0.10409107649200383	3.1567939535112406	1.6584600978543862	6.452186821209584e-4	0.031154740018216505	3.1902930662294824	1.506475868518514	upregulated set
P05771	PKCB	PRKCB	23	7984	68	62127	61	50409	2.3805459344633397	1.251292467072408	7.098257475279972e-4	0.031154740018216505	3.1488482515275544	1.506475868518514	0.9044977421364446	-0.14481119338149837	0.7451113194196481	0.7869458612508194	0.12777883893210076	0.10405514434840599	2.3805459344633397	1.251292467072408	7.098257475279972e-4	0.031154740018216505	3.1488482515275544	1.506475868518514	upregulated set
P06493	CDK1	CDK1	29	7984	415	62127	326	50409	0.5616584324407634	-0.8322350598729938	0.9994971778517148	0.9999912556383899	2.1842780415113009e-4	3.797644599061587e-6	1.0329040649838017	0.04670626446495679	0.34538309205718987	0.7868807545475557	0.46169892677433805	0.10409107649200383	0.9681441228674826	-0.04670626446495679	0.34538309205718987	0.6525079585912219	0.46169892677433805	0.1854141868997615	downregulated set
P11309	PIM1	PIM1	10	7984	106	62127	84	50409	0.7516408922614403	-0.4118845376318178	0.8433773106045878	0.9999912556383899	0.0739780869964857	3.797644599061587e-6	1.0238945163054782	0.03406709361750293	0.4657546793468203	0.7868807545475557	0.3318427731374754	0.10409107649200383	0.9766631074539818	-0.03406709361750293	0.4657546793468203	0.6525079585912219	0.3318427731374754	0.1854141868997615	downregulated set
P11802	CDK4	CDK4	28	7984	375	62127	293	50409	0.60336732609439	-0.7288915219657277	0.9974725615345388	0.9999912556383899	0.0010990420452622299	3.797644599061587e-6	1.038469541514756	0.054458902316382674	0.3290580880683484	0.7868807545475557	0.48272743001127694	0.10409107649200383	0.9629555418075694	-0.054458902316382674	0.3290580880683484	0.6525079585912219	0.48272743001127694	0.1854141868997615	downregulated set
P15056	BRAF	BRAF	25	7984	185	62127	155	50409	1.0183485570734248	0.026231446966217545	0.49924643309781	0.8950986344889731	0.30168502929446034	0.04812910540582883	0.9684172776667673	-0.046299275998876864	0.6369697201354018	0.7868807545475557	0.19588121239097614	0.10409107649200383	1.0183485570734248	0.026231446966217545	0.49924643309781	0.6577029096897237	0.30168502929446034	0.1819702368097482	upregulated set
P15735	PHKG2	PHKG2	25	7984	115	62127	88	50409	1.793655034963306	0.8429024503448068	0.009604714887513317	0.1319158139289994	2.017515522485524	0.8797031385671543	1.0603479688544	0.08453778418482583	0.36677489774286487	0.7868807545475557	0.4356003953161112	0.10409107649200383	1.793655034963306	0.8429024503448068	0.009604714887513317	0.1319158139289994	2.017515522485524	0.8797031385671543	upregulated set
P17252	PKCA	PRKCA	14	7984	51	62127	42	50409	2.104568008879592	1.073524130960984	0.016675210778309305	0.17422720226992136	1.7779286677995338	0.7588840371961849	0.9852522949727196	-0.021434890014834018	0.571004275787285	0.7868807545475557	0.2433606396633095	0.10409107649200383	2.104568008879592	1.073524130960984	0.016675210778309305	0.17422720226992136	1.7779286677995338	0.7588840371961849	upregulated set
P17612	PKACA	PRKACA	22	7984	112	62127	100	50409	1.3890133455370177	0.4740604606926532	0.1051813168675424	0.5649844686240992	0.9780613961321174	0.24796349073553772	0.9087540851891626	-0.13803815038729128	0.7778817158263491	0.8014852072813593	0.10908643651850065	0.09610448884990375	1.3890133455370177	0.4740604606926532	0.1051813168675424	0.5649844686240992	0.9780613961321174	0.24796349073553772	upregulated set
P19525	PKR	EIF2AK2	25	7984	157	62127	136	50409	1.1605930555857087	0.21486220165681458	0.2783331830783797	0.7358026181186232	0.5554350136848563	0.13323867120392938	0.9366915132050616	-0.09435410105541855	0.7316469958748679	0.7869458612508194	0.13569840626613186	0.10405514434840599	1.1605930555857087	0.21486220165681458	0.2783331830783797	0.6525079585912219	0.5554350136848563	0.1854141868997615	upregulated set
P19784	CK2A2	CSNK2A2	32	7984	351	62127	298	50409	0.6779914573359259	-0.5606609993085443	0.9881953196453114	0.9999912556383899	0.00515720737538992	3.797644599061587e-6	0.955671006065452	-0.06541404530746182	0.730422877252561	0.7869458612508194	0.13642563291494778	0.10405514434840599	1.0463852033316914	0.06541404530746182	0.730422877252561	0.7502309552797491	0.13642563291494778	0.12480502039080577	downregulated set
P20794	MAK	MAK	21	7984	223	62127	173	50409	0.7664127716899207	-0.3838064921898522	0.8989140732836953	0.9999912556383899	0.046281820260388865	3.797644599061587e-6	1.0458991607832995	0.06474376243495555	0.34828034413905673	0.7868807545475557	0.4580710350818873	0.10409107649200383	0.9561151184508796	-0.06474376243495555	0.34828034413905673	0.6525079585912219	0.4580710350818873	0.1854141868997615	downregulated set
P22612	PKACG	PRKACG	15	7984	87	62127	69	50409	1.3725434575755298	0.45685182867393637	0.1681798710471262	0.6358062813008506	0.7742259848537096	0.1966751858883369	1.0230544149081071	0.03288288216073384	0.4769120438485721	0.7868807545475557	0.32156170983510085	0.10409107649200383	1.3725434575755298	0.45685182867393637	0.1681798710471262	0.6358062813008506	0.7742259848537096	0.1966751858883369	upregulated set
P22694	PKACB	PRKACB	20	7984	110	62127	96	50409	1.3153563453101211	0.39545369531070285	0.16238276177886493	0.6358062813008506	0.7894600764598471	0.1966751858883369	0.9297219715924377	-0.10512874444494581	0.7233996308505437	0.7869458612508194	0.14062171719399097	0.10405514434840599	1.3153563453101211	0.39545369531070285	0.16238276177886493	0.6358062813008506	0.7894600764598471	0.1966751858883369	upregulated set
P23443	P70S6K	RPS6KB1	17	7984	126	62127	92	50409	1.1666502822098719	0.22237216024454845	0.31876724419940083	0.7664261786854214	0.49652631210128284	0.11552966955522848	1.1112121556998036	0.15213428635410406	0.24218310040556373	0.7868807545475557	0.6158561653080643	0.10409107649200383	1.1666502822098719	0.22237216024454845	0.31876724419940083	0.6525079585912219	0.49652631210128284	0.1854141868997615	upregulated set
P24723	PKCH	PRKCH	16	7984	41	62127	35	50409	2.8862134755712634	1.5291780111104787	9.157835804868107e-4	0.031154740018216505	3.0382071474079066	1.506475868518514	0.9504537334546138	-0.07331169435773917	0.6327859550987616	0.7868807545475557	0.19874316871834105	0.10409107649200383	2.8862134755712634	1.5291780111104787	9.157835804868107e-4	0.031154740018216505	3.0382071474079066	1.506475868518514	upregulated set
P24941	CDK2	CDK2	41	7984	503	62127	409	50409	0.6329240616927465	-0.6598956795801686	0.9987431256226369	0.9999912556383899	5.46196928945883e-4	3.797644599061587e-6	0.9978663073615509	-0.003081556505839019	0.5265145215530074	0.7868807545475557	0.2785896462384779	0.10409107649200383	1.002138255017439	0.003081556505839019	0.5265145215530074	0.658154441692208	0.2785896462384779	0.1816721834309795	downregulated set
P25098	GRK2	GRK2	24	7984	215	62127	175	50409	0.8659111708384777	-0.20770906065576947	0.7746054095027615	0.9999912556383899	0.11091947441810567	3.797644599061587e-6	0.9968459926964804	-0.004557461613337459	0.5333548441618527	0.7868807545475557	0.27298375610298076	0.10409107649200383	1.0031639865401756	0.004557461613337459	0.5333548441618527	0.658154441692208	0.27298375610298076	0.1816721834309795	downregulated set
P27037	ACVR2A	ACVR2A	23	7984	246	62127	204	50409	0.7118488459869111	-0.4903571630999882	0.9549022818565294	0.9999912556383899	0.020041068857978146	3.797644599061587e-6	0.9784309932352315	-0.03145799081910404	0.6097656856547948	0.7868807545475557	0.2148370190491592	0.10409107649200383	1.022044484397872	0.03145799081910404	0.6097656856547948	0.6907332890920993	0.2148370190491592	0.1606896131691462	downregulated set
P27361	ERK1	MAPK3	42	7984	394	62127	312	50409	0.8499439057409297	-0.23456046490739382	0.8573700040983023	0.9999912556383899	0.06683171476341539	3.797644599061587e-6	1.024637718164064	0.03511390524659215	0.3893737381753258	0.7868807545475557	0.4096333433916344	0.10409107649200383	0.975954703084511	-0.03511390524659215	0.3893737381753258	0.6525079585912219	0.4096333433916344	0.1854141868997615	downregulated set
P27448	MARK3	MARK3	50	7984	300	62127	263	50409	1.2003180292411104	0.2634167045176375	0.13655608875549047	0.6084778660722591	0.8646889307936872	0.21575521499761852	0.9255382221733109	-0.11163552423911273	0.8306125858774247	0.8361316063815937	0.08060149251857554	0.07772535961011387	1.2003180292411104	0.2634167045176375	0.13655608875549047	0.6084778660722591	0.8646889307936872	0.21575521499761852	upregulated set
P28482	ERK2	MAPK1	43	7984	414	62127	330	50409	0.8227038252447366	-0.2815549434068746	0.9016458797492226	0.9999912556383899	0.04496399756646915	3.797644599061587e-6	1.0179223077280435	0.02562745283520523	0.4200801577914225	0.7868807545475557	0.37666783159033096	0.10409107649200383	0.9823932459363768	-0.02562745283520523	0.4200801577914225	0.6525079585912219	0.37666783159033096	0.1854141868997615	downregulated set
P31749	AKT1	AKT1	5	7984	48	62127	41	50409	0.7699732647782948	-0.37711974186085695	0.7720507747129433	0.9999912556383899	0.11235413690192396	3.797644599061587e-6	0.9498877108968452	-0.07417111671438971	0.63725854769307	0.7868807545475557	0.19568433052948844	0.10409107649200383	1.0527560137143377	0.07417111671438971	0.63725854769307	0.6974675124465798	0.19568433052948844	0.15647601671927294	downregulated set
P31751	AKT2	AKT2	9	7984	57	62127	47	50409	1.2090040871070837	0.2738191217079254	0.3559362174121076	0.7930049549696222	0.4486278191836616	0.10072409905157406	0.9840187356202404	-0.023242310289224202	0.5728092550044471	0.7868807545475557	0.2419899736525576	0.10409107649200383	1.2090040871070837	0.2738191217079254	0.3559362174121076	0.6525079585912219	0.4486278191836616	0.1854141868997615	upregulated set
P32298	GRK4	GRK4	33	7984	217	62127	183	50409	1.1385156564749013	0.18715413105590503	0.2737448327462198	0.7358026181186232	0.562654069890577	0.13323867120392938	0.9621192424202921	-0.05571238614413698	0.6684501668359404	0.7868807545475557	0.17493096398145183	0.10409107649200383	1.1385156564749013	0.18715413105590503	0.2737448327462198	0.6525079585912219	0.562654069890577	0.1854141868997615	upregulated set
P33981	TTK	TTK	20	7984	211	62127	168	50409	0.75164090341641	-0.41188451622103567	0.909593659048676	0.9999912556383899	0.041152575859645296	3.797644599061587e-6	1.019064024291934	0.027244693924572287	0.4487582159208579	0.7868807545475557	0.3479875872238099	0.10409107649200383	0.9812926137735261	-0.027244693924572287	0.4487582159208579	0.6525079585912219	0.3479875872238099	0.1854141868997615	downregulated set
